,Fall Term,School,Ethnicity,Gender,NumStudentsAccepted,TotalStudentsAcceptedInTerm,ProbabilityOfAcceptance
0,2012,EAST OAKLAND SCH OF THE ARTS,Hispanic/ Latino,Male,7,1073,0.652376514445
1,2012,EAST OAKLAND SCH OF THE ARTS,Hispanic/ Latino,All,9,1073,0.838769804287
2,2012,EAST OAKLAND SCH OF THE ARTS,Hispanic/ Latino,All,6,1073,0.559179869525
3,2012,EAST OAKLAND SCH OF THE ARTS,All,Male,10,1073,0.931966449208
4,2012,EAST OAKLAND SCH OF THE ARTS,All,All,12,1073,1.11835973905
5,2012,EAST OAKLAND SCH OF THE ARTS,All,All,9,1073,0.838769804287
6,2012,EAST OAKLAND SCH OF THE ARTS,All,Male,7,1073,0.652376514445
7,2012,EAST OAKLAND SCH OF THE ARTS,All,All,6,1073,0.559179869525
8,2012,OAKLAND CHARTER HIGH SCHOOL,Asian,Male,13,1073,1.21155638397
9,2012,OAKLAND CHARTER HIGH SCHOOL,Asian,Female,9,1073,0.838769804287
10,2012,OAKLAND CHARTER HIGH SCHOOL,Asian,All,17,1073,1.58434296365
11,2012,OAKLAND CHARTER HIGH SCHOOL,Asian,Male,8,1073,0.745573159366
12,2012,OAKLAND CHARTER HIGH SCHOOL,Asian,All,9,1073,0.838769804287
13,2012,OAKLAND CHARTER HIGH SCHOOL,Asian,All,8,1073,0.745573159366
14,2012,OAKLAND CHARTER HIGH SCHOOL,Asian,Male,10,1073,0.931966449208
15,2012,OAKLAND CHARTER HIGH SCHOOL,Asian,All,11,1073,1.02516309413
16,2012,OAKLAND CHARTER HIGH SCHOOL,Hispanic/ Latino,Male,14,1073,1.30475302889
17,2012,OAKLAND CHARTER HIGH SCHOOL,Hispanic/ Latino,Female,10,1073,0.931966449208
18,2012,OAKLAND CHARTER HIGH SCHOOL,Hispanic/ Latino,All,18,1073,1.67753960857
19,2012,OAKLAND CHARTER HIGH SCHOOL,Hispanic/ Latino,Male,9,1073,0.838769804287
20,2012,OAKLAND CHARTER HIGH SCHOOL,Hispanic/ Latino,All,10,1073,0.931966449208
21,2012,OAKLAND CHARTER HIGH SCHOOL,Hispanic/ Latino,All,9,1073,0.838769804287
22,2012,OAKLAND CHARTER HIGH SCHOOL,Hispanic/ Latino,Male,11,1073,1.02516309413
23,2012,OAKLAND CHARTER HIGH SCHOOL,Hispanic/ Latino,All,12,1073,1.11835973905
24,2012,OAKLAND CHARTER HIGH SCHOOL,All,Male,20,1073,1.86393289842
25,2012,OAKLAND CHARTER HIGH SCHOOL,All,Female,16,1073,1.49114631873
26,2012,OAKLAND CHARTER HIGH SCHOOL,All,All,24,1073,2.2367194781
27,2012,OAKLAND CHARTER HIGH SCHOOL,All,Male,15,1073,1.39794967381
28,2012,OAKLAND CHARTER HIGH SCHOOL,All,All,16,1073,1.49114631873
29,2012,OAKLAND CHARTER HIGH SCHOOL,All,All,15,1073,1.39794967381
30,2012,OAKLAND CHARTER HIGH SCHOOL,All,Male,17,1073,1.58434296365
31,2012,OAKLAND CHARTER HIGH SCHOOL,All,All,18,1073,1.67753960857
32,2012,OAKLAND CHARTER HIGH SCHOOL,Asian,Male,11,1073,1.02516309413
33,2012,OAKLAND CHARTER HIGH SCHOOL,Asian,Female,7,1073,0.652376514445
34,2012,OAKLAND CHARTER HIGH SCHOOL,Asian,All,15,1073,1.39794967381
35,2012,OAKLAND CHARTER HIGH SCHOOL,Asian,Male,6,1073,0.559179869525
36,2012,OAKLAND CHARTER HIGH SCHOOL,Asian,All,7,1073,0.652376514445
37,2012,OAKLAND CHARTER HIGH SCHOOL,Asian,All,6,1073,0.559179869525
38,2012,OAKLAND CHARTER HIGH SCHOOL,All,Male,12,1073,1.11835973905
39,2012,OAKLAND CHARTER HIGH SCHOOL,All,Female,8,1073,0.745573159366
40,2012,OAKLAND CHARTER HIGH SCHOOL,All,Male,7,1073,0.652376514445
41,2012,OAKLAND CHARTER HIGH SCHOOL,All,All,8,1073,0.745573159366
42,2012,OAKLAND CHARTER HIGH SCHOOL,All,All,7,1073,0.652376514445
43,2012,OAKLAND CHARTER HIGH SCHOOL,All,Male,9,1073,0.838769804287
44,2012,OAKLAND CHARTER HIGH SCHOOL,All,All,10,1073,0.931966449208
45,2012,OAKLAND CHARTER HIGH SCHOOL,All,Male,11,1073,1.02516309413
46,2012,OAKLAND CHARTER HIGH SCHOOL,All,Female,7,1073,0.652376514445
47,2012,OAKLAND CHARTER HIGH SCHOOL,All,Male,6,1073,0.559179869525
48,2012,OAKLAND CHARTER HIGH SCHOOL,All,All,6,1073,0.559179869525
49,2012,OAKLAND CHARTER HIGH SCHOOL,All,Male,8,1073,0.745573159366
50,2012,OAKLAND CHARTER HIGH SCHOOL,All,All,9,1073,0.838769804287
51,2012,OAKLAND CHARTER HIGH SCHOOL,Hispanic/ Latino,Male,12,1073,1.11835973905
52,2012,OAKLAND CHARTER HIGH SCHOOL,Hispanic/ Latino,Female,8,1073,0.745573159366
53,2012,OAKLAND CHARTER HIGH SCHOOL,Hispanic/ Latino,All,16,1073,1.49114631873
54,2012,OAKLAND CHARTER HIGH SCHOOL,Hispanic/ Latino,Male,7,1073,0.652376514445
55,2012,OAKLAND CHARTER HIGH SCHOOL,Hispanic/ Latino,All,8,1073,0.745573159366
56,2012,OAKLAND CHARTER HIGH SCHOOL,Hispanic/ Latino,All,7,1073,0.652376514445
57,2012,OAKLAND CHARTER HIGH SCHOOL,All,Male,14,1073,1.30475302889
58,2012,OAKLAND CHARTER HIGH SCHOOL,All,Female,10,1073,0.931966449208
59,2012,OAKLAND CHARTER HIGH SCHOOL,All,All,12,1073,1.11835973905
60,2012,OAKLAND HIGH SCHOOL,Asian,Male,79,1073,7.36253494874
61,2012,OAKLAND HIGH SCHOOL,Asian,Female,96,1073,8.9468779124
62,2012,OAKLAND HIGH SCHOOL,Asian,All,119,1073,11.0904007456
63,2012,OAKLAND HIGH SCHOOL,Asian,Female,63,1073,5.87138863001
64,2012,OAKLAND HIGH SCHOOL,Asian,All,64,1073,5.96458527493
65,2012,OAKLAND HIGH SCHOOL,Asian,Male,68,1073,6.33737185461
66,2012,OAKLAND HIGH SCHOOL,Asian,Female,72,1073,6.7101584343
67,2012,OAKLAND HIGH SCHOOL,Asian,All,84,1073,7.82851817335
68,2012,OAKLAND HIGH SCHOOL,Asian,Male,64,1073,5.96458527493
69,2012,OAKLAND HIGH SCHOOL,Asian,All,80,1073,7.45573159366
70,2012,OAKLAND HIGH SCHOOL,Asian,Female,66,1073,6.15097856477
71,2012,OAKLAND HIGH SCHOOL,Asian,All,67,1073,6.24417520969
72,2012,OAKLAND HIGH SCHOOL,Asian,Male,61,1073,5.68499534017
73,2012,OAKLAND HIGH SCHOOL,Asian,Female,64,1073,5.96458527493
74,2012,OAKLAND HIGH SCHOOL,Asian,All,69,1073,6.43056849953
75,2012,OAKLAND HIGH SCHOOL,Asian,Male,59,1073,5.49860205033
76,2012,OAKLAND HIGH SCHOOL,Asian,All,61,1073,5.68499534017
77,2012,OAKLAND HIGH SCHOOL,Asian,Male,60,1073,5.59179869525
78,2012,OAKLAND HIGH SCHOOL,Asian,Female,69,1073,6.43056849953
79,2012,OAKLAND HIGH SCHOOL,Asian,All,73,1073,6.80335507922
80,2012,OAKLAND HIGH SCHOOL,Asian,Male,65,1073,6.05778191985
81,2012,OAKLAND HIGH SCHOOL,Asian,Female,73,1073,6.80335507922
82,2012,OAKLAND HIGH SCHOOL,Asian,All,82,1073,7.6421248835
83,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,Male,27,1073,2.51630941286
84,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,Female,44,1073,4.10065237651
85,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,All,67,1073,6.24417520969
86,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,Female,11,1073,1.02516309413
87,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,All,12,1073,1.11835973905
88,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,Male,16,1073,1.49114631873
89,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,Female,20,1073,1.86393289842
90,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,All,32,1073,2.98229263747
91,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,Male,12,1073,1.11835973905
92,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,All,28,1073,2.60950605778
93,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,Female,14,1073,1.30475302889
94,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,All,15,1073,1.39794967381
95,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,Male,9,1073,0.838769804287
96,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,Female,12,1073,1.11835973905
97,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,All,17,1073,1.58434296365
98,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,Male,7,1073,0.652376514445
99,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,All,9,1073,0.838769804287
100,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,Male,8,1073,0.745573159366
101,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,Female,17,1073,1.58434296365
102,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,All,21,1073,1.95712954334
103,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,Male,13,1073,1.21155638397
104,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,Female,21,1073,1.95712954334
105,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,All,30,1073,2.79589934762
106,2012,OAKLAND HIGH SCHOOL,African American,Male,26,1073,2.42311276794
107,2012,OAKLAND HIGH SCHOOL,African American,Female,43,1073,4.00745573159
108,2012,OAKLAND HIGH SCHOOL,African American,All,66,1073,6.15097856477
109,2012,OAKLAND HIGH SCHOOL,African American,Female,10,1073,0.931966449208
110,2012,OAKLAND HIGH SCHOOL,African American,All,11,1073,1.02516309413
111,2012,OAKLAND HIGH SCHOOL,African American,Male,15,1073,1.39794967381
112,2012,OAKLAND HIGH SCHOOL,African American,Female,19,1073,1.77073625349
113,2012,OAKLAND HIGH SCHOOL,African American,All,31,1073,2.88909599254
114,2012,OAKLAND HIGH SCHOOL,African American,Male,11,1073,1.02516309413
115,2012,OAKLAND HIGH SCHOOL,African American,All,27,1073,2.51630941286
116,2012,OAKLAND HIGH SCHOOL,African American,Female,13,1073,1.21155638397
117,2012,OAKLAND HIGH SCHOOL,African American,All,14,1073,1.30475302889
118,2012,OAKLAND HIGH SCHOOL,African American,Male,8,1073,0.745573159366
119,2012,OAKLAND HIGH SCHOOL,African American,Female,11,1073,1.02516309413
120,2012,OAKLAND HIGH SCHOOL,African American,All,16,1073,1.49114631873
121,2012,OAKLAND HIGH SCHOOL,African American,Male,6,1073,0.559179869525
122,2012,OAKLAND HIGH SCHOOL,African American,All,8,1073,0.745573159366
123,2012,OAKLAND HIGH SCHOOL,African American,Male,7,1073,0.652376514445
124,2012,OAKLAND HIGH SCHOOL,African American,Female,16,1073,1.49114631873
125,2012,OAKLAND HIGH SCHOOL,African American,All,20,1073,1.86393289842
126,2012,OAKLAND HIGH SCHOOL,African American,Male,12,1073,1.11835973905
127,2012,OAKLAND HIGH SCHOOL,African American,Female,20,1073,1.86393289842
128,2012,OAKLAND HIGH SCHOOL,African American,All,29,1073,2.7027027027
129,2012,OAKLAND HIGH SCHOOL,All,Male,86,1073,8.01491146319
130,2012,OAKLAND HIGH SCHOOL,All,Female,103,1073,9.59925442684
131,2012,OAKLAND HIGH SCHOOL,All,All,126,1073,11.74277726
132,2012,OAKLAND HIGH SCHOOL,All,Female,70,1073,6.52376514445
133,2012,OAKLAND HIGH SCHOOL,All,All,71,1073,6.61696178938
134,2012,OAKLAND HIGH SCHOOL,All,Male,75,1073,6.98974836906
135,2012,OAKLAND HIGH SCHOOL,All,Female,79,1073,7.36253494874
136,2012,OAKLAND HIGH SCHOOL,All,All,91,1073,8.48089468779
137,2012,OAKLAND HIGH SCHOOL,All,Male,71,1073,6.61696178938
138,2012,OAKLAND HIGH SCHOOL,All,All,87,1073,8.10810810811
139,2012,OAKLAND HIGH SCHOOL,All,Female,73,1073,6.80335507922
140,2012,OAKLAND HIGH SCHOOL,All,All,74,1073,6.89655172414
141,2012,OAKLAND HIGH SCHOOL,All,Male,68,1073,6.33737185461
142,2012,OAKLAND HIGH SCHOOL,All,Female,71,1073,6.61696178938
143,2012,OAKLAND HIGH SCHOOL,All,All,76,1073,7.08294501398
144,2012,OAKLAND HIGH SCHOOL,All,Male,66,1073,6.15097856477
145,2012,OAKLAND HIGH SCHOOL,All,All,68,1073,6.33737185461
146,2012,OAKLAND HIGH SCHOOL,All,Male,67,1073,6.24417520969
147,2012,OAKLAND HIGH SCHOOL,All,Female,76,1073,7.08294501398
148,2012,OAKLAND HIGH SCHOOL,All,All,80,1073,7.45573159366
149,2012,OAKLAND HIGH SCHOOL,All,Male,72,1073,6.7101584343
150,2012,OAKLAND HIGH SCHOOL,All,Female,80,1073,7.45573159366
151,2012,OAKLAND HIGH SCHOOL,All,All,89,1073,8.29450139795
152,2012,OAKLAND HIGH SCHOOL,Asian,Male,30,1073,2.79589934762
153,2012,OAKLAND HIGH SCHOOL,Asian,Female,47,1073,4.38024231128
154,2012,OAKLAND HIGH SCHOOL,Asian,All,70,1073,6.52376514445
155,2012,OAKLAND HIGH SCHOOL,Asian,Female,14,1073,1.30475302889
156,2012,OAKLAND HIGH SCHOOL,Asian,All,15,1073,1.39794967381
157,2012,OAKLAND HIGH SCHOOL,Asian,Male,19,1073,1.77073625349
158,2012,OAKLAND HIGH SCHOOL,Asian,Female,23,1073,2.14352283318
159,2012,OAKLAND HIGH SCHOOL,Asian,All,35,1073,3.26188257223
160,2012,OAKLAND HIGH SCHOOL,Asian,Male,15,1073,1.39794967381
161,2012,OAKLAND HIGH SCHOOL,Asian,All,31,1073,2.88909599254
162,2012,OAKLAND HIGH SCHOOL,Asian,Female,17,1073,1.58434296365
163,2012,OAKLAND HIGH SCHOOL,Asian,All,18,1073,1.67753960857
164,2012,OAKLAND HIGH SCHOOL,Asian,Male,12,1073,1.11835973905
165,2012,OAKLAND HIGH SCHOOL,Asian,Female,15,1073,1.39794967381
166,2012,OAKLAND HIGH SCHOOL,Asian,All,20,1073,1.86393289842
167,2012,OAKLAND HIGH SCHOOL,Asian,Male,10,1073,0.931966449208
168,2012,OAKLAND HIGH SCHOOL,Asian,All,12,1073,1.11835973905
169,2012,OAKLAND HIGH SCHOOL,Asian,Male,11,1073,1.02516309413
170,2012,OAKLAND HIGH SCHOOL,Asian,Female,20,1073,1.86393289842
171,2012,OAKLAND HIGH SCHOOL,Asian,All,24,1073,2.2367194781
172,2012,OAKLAND HIGH SCHOOL,Asian,Male,16,1073,1.49114631873
173,2012,OAKLAND HIGH SCHOOL,Asian,Female,24,1073,2.2367194781
174,2012,OAKLAND HIGH SCHOOL,Asian,All,33,1073,3.07548928239
175,2012,OAKLAND HIGH SCHOOL,All,Male,31,1073,2.88909599254
176,2012,OAKLAND HIGH SCHOOL,All,Female,48,1073,4.4734389562
177,2012,OAKLAND HIGH SCHOOL,All,Female,15,1073,1.39794967381
178,2012,OAKLAND HIGH SCHOOL,All,All,16,1073,1.49114631873
179,2012,OAKLAND HIGH SCHOOL,All,Male,20,1073,1.86393289842
180,2012,OAKLAND HIGH SCHOOL,All,Female,24,1073,2.2367194781
181,2012,OAKLAND HIGH SCHOOL,All,All,36,1073,3.35507921715
182,2012,OAKLAND HIGH SCHOOL,All,Male,16,1073,1.49114631873
183,2012,OAKLAND HIGH SCHOOL,All,All,32,1073,2.98229263747
184,2012,OAKLAND HIGH SCHOOL,All,Female,18,1073,1.67753960857
185,2012,OAKLAND HIGH SCHOOL,All,All,19,1073,1.77073625349
186,2012,OAKLAND HIGH SCHOOL,All,Male,13,1073,1.21155638397
187,2012,OAKLAND HIGH SCHOOL,All,Female,16,1073,1.49114631873
188,2012,OAKLAND HIGH SCHOOL,All,All,21,1073,1.95712954334
189,2012,OAKLAND HIGH SCHOOL,All,Male,11,1073,1.02516309413
190,2012,OAKLAND HIGH SCHOOL,All,All,13,1073,1.21155638397
191,2012,OAKLAND HIGH SCHOOL,All,Male,12,1073,1.11835973905
192,2012,OAKLAND HIGH SCHOOL,All,Female,21,1073,1.95712954334
193,2012,OAKLAND HIGH SCHOOL,All,All,25,1073,2.32991612302
194,2012,OAKLAND HIGH SCHOOL,All,Male,17,1073,1.58434296365
195,2012,OAKLAND HIGH SCHOOL,All,Female,25,1073,2.32991612302
196,2012,OAKLAND HIGH SCHOOL,All,All,34,1073,3.16868592731
197,2012,OAKLAND HIGH SCHOOL,Asian,Male,48,1073,4.4734389562
198,2012,OAKLAND HIGH SCHOOL,Asian,Female,65,1073,6.05778191985
199,2012,OAKLAND HIGH SCHOOL,Asian,All,88,1073,8.20130475303
200,2012,OAKLAND HIGH SCHOOL,Asian,Female,32,1073,2.98229263747
201,2012,OAKLAND HIGH SCHOOL,Asian,Male,37,1073,3.44827586207
202,2012,OAKLAND HIGH SCHOOL,Asian,Female,41,1073,3.82106244175
203,2012,OAKLAND HIGH SCHOOL,Asian,All,53,1073,4.9394221808
204,2012,OAKLAND HIGH SCHOOL,Asian,Male,33,1073,3.07548928239
205,2012,OAKLAND HIGH SCHOOL,Asian,All,49,1073,4.56663560112
206,2012,OAKLAND HIGH SCHOOL,Asian,Female,35,1073,3.26188257223
207,2012,OAKLAND HIGH SCHOOL,Asian,All,36,1073,3.35507921715
208,2012,OAKLAND HIGH SCHOOL,Asian,Female,33,1073,3.07548928239
209,2012,OAKLAND HIGH SCHOOL,Asian,All,38,1073,3.54147250699
210,2012,OAKLAND HIGH SCHOOL,Asian,Male,28,1073,2.60950605778
211,2012,OAKLAND HIGH SCHOOL,Asian,All,30,1073,2.79589934762
212,2012,OAKLAND HIGH SCHOOL,Asian,Male,29,1073,2.7027027027
213,2012,OAKLAND HIGH SCHOOL,Asian,Female,38,1073,3.54147250699
214,2012,OAKLAND HIGH SCHOOL,Asian,All,42,1073,3.91425908667
215,2012,OAKLAND HIGH SCHOOL,Asian,Male,34,1073,3.16868592731
216,2012,OAKLAND HIGH SCHOOL,Asian,Female,42,1073,3.91425908667
217,2012,OAKLAND HIGH SCHOOL,Asian,All,51,1073,4.75302889096
218,2012,OAKLAND HIGH SCHOOL,All,Male,51,1073,4.75302889096
219,2012,OAKLAND HIGH SCHOOL,All,Female,68,1073,6.33737185461
220,2012,OAKLAND HIGH SCHOOL,All,Female,35,1073,3.26188257223
221,2012,OAKLAND HIGH SCHOOL,All,Male,40,1073,3.72786579683
222,2012,OAKLAND HIGH SCHOOL,All,Female,44,1073,4.10065237651
223,2012,OAKLAND HIGH SCHOOL,All,All,56,1073,5.21901211556
224,2012,OAKLAND HIGH SCHOOL,All,Male,36,1073,3.35507921715
225,2012,OAKLAND HIGH SCHOOL,All,All,52,1073,4.84622553588
226,2012,OAKLAND HIGH SCHOOL,All,Female,38,1073,3.54147250699
227,2012,OAKLAND HIGH SCHOOL,All,All,39,1073,3.63466915191
228,2012,OAKLAND HIGH SCHOOL,All,Male,33,1073,3.07548928239
229,2012,OAKLAND HIGH SCHOOL,All,Female,36,1073,3.35507921715
230,2012,OAKLAND HIGH SCHOOL,All,All,41,1073,3.82106244175
231,2012,OAKLAND HIGH SCHOOL,All,All,33,1073,3.07548928239
232,2012,OAKLAND HIGH SCHOOL,All,Male,32,1073,2.98229263747
233,2012,OAKLAND HIGH SCHOOL,All,Female,41,1073,3.82106244175
234,2012,OAKLAND HIGH SCHOOL,All,All,45,1073,4.19384902144
235,2012,OAKLAND HIGH SCHOOL,All,Male,37,1073,3.44827586207
236,2012,OAKLAND HIGH SCHOOL,All,Female,45,1073,4.19384902144
237,2012,OAKLAND HIGH SCHOOL,All,All,54,1073,5.03261882572
238,2012,OAKLAND HIGH SCHOOL,Asian,Male,46,1073,4.28704566636
239,2012,OAKLAND HIGH SCHOOL,Asian,All,86,1073,8.01491146319
240,2012,OAKLAND HIGH SCHOOL,Asian,Female,30,1073,2.79589934762
241,2012,OAKLAND HIGH SCHOOL,Asian,Male,35,1073,3.26188257223
242,2012,OAKLAND HIGH SCHOOL,Asian,Female,39,1073,3.63466915191
243,2012,OAKLAND HIGH SCHOOL,Asian,Male,31,1073,2.88909599254
244,2012,OAKLAND HIGH SCHOOL,Asian,All,47,1073,4.38024231128
245,2012,OAKLAND HIGH SCHOOL,Asian,All,34,1073,3.16868592731
246,2012,OAKLAND HIGH SCHOOL,Asian,Female,31,1073,2.88909599254
247,2012,OAKLAND HIGH SCHOOL,Asian,Male,26,1073,2.42311276794
248,2012,OAKLAND HIGH SCHOOL,Asian,All,28,1073,2.60950605778
249,2012,OAKLAND HIGH SCHOOL,Asian,Male,27,1073,2.51630941286
250,2012,OAKLAND HIGH SCHOOL,Asian,Female,36,1073,3.35507921715
251,2012,OAKLAND HIGH SCHOOL,Asian,All,40,1073,3.72786579683
252,2012,OAKLAND HIGH SCHOOL,Asian,Male,32,1073,2.98229263747
253,2012,OAKLAND HIGH SCHOOL,Asian,Female,40,1073,3.72786579683
254,2012,OAKLAND HIGH SCHOOL,All,Male,47,1073,4.38024231128
255,2012,OAKLAND HIGH SCHOOL,All,Female,64,1073,5.96458527493
256,2012,OAKLAND HIGH SCHOOL,All,Female,31,1073,2.88909599254
257,2012,OAKLAND HIGH SCHOOL,All,Female,40,1073,3.72786579683
258,2012,OAKLAND HIGH SCHOOL,All,All,48,1073,4.4734389562
259,2012,OAKLAND HIGH SCHOOL,All,Female,34,1073,3.16868592731
260,2012,OAKLAND HIGH SCHOOL,All,All,35,1073,3.26188257223
261,2012,OAKLAND HIGH SCHOOL,All,Male,29,1073,2.7027027027
262,2012,OAKLAND HIGH SCHOOL,All,Female,32,1073,2.98229263747
263,2012,OAKLAND HIGH SCHOOL,All,All,37,1073,3.44827586207
264,2012,OAKLAND HIGH SCHOOL,All,Male,27,1073,2.51630941286
265,2012,OAKLAND HIGH SCHOOL,All,All,29,1073,2.7027027027
266,2012,OAKLAND HIGH SCHOOL,All,Male,28,1073,2.60950605778
267,2012,OAKLAND HIGH SCHOOL,All,Female,37,1073,3.44827586207
268,2012,OAKLAND HIGH SCHOOL,All,All,50,1073,4.65983224604
269,2012,OAKLAND HIGH SCHOOL,Asian,Female,50,1073,4.65983224604
270,2012,OAKLAND HIGH SCHOOL,Asian,Male,22,1073,2.05032618826
271,2012,OAKLAND HIGH SCHOOL,Asian,Female,26,1073,2.42311276794
272,2012,OAKLAND HIGH SCHOOL,Asian,Male,18,1073,1.67753960857
273,2012,OAKLAND HIGH SCHOOL,Asian,All,21,1073,1.95712954334
274,2012,OAKLAND HIGH SCHOOL,Asian,Female,18,1073,1.67753960857
275,2012,OAKLAND HIGH SCHOOL,Asian,All,23,1073,2.14352283318
276,2012,OAKLAND HIGH SCHOOL,Asian,Male,13,1073,1.21155638397
277,2012,OAKLAND HIGH SCHOOL,Asian,Male,14,1073,1.30475302889
278,2012,OAKLAND HIGH SCHOOL,Asian,All,27,1073,2.51630941286
279,2012,OAKLAND HIGH SCHOOL,Asian,Female,27,1073,2.51630941286
280,2012,OAKLAND HIGH SCHOOL,All,Male,34,1073,3.16868592731
281,2012,OAKLAND HIGH SCHOOL,All,Female,51,1073,4.75302889096
282,2012,OAKLAND HIGH SCHOOL,All,Male,23,1073,2.14352283318
283,2012,OAKLAND HIGH SCHOOL,All,Female,27,1073,2.51630941286
284,2012,OAKLAND HIGH SCHOOL,All,Male,19,1073,1.77073625349
285,2012,OAKLAND HIGH SCHOOL,All,All,22,1073,2.05032618826
286,2012,OAKLAND HIGH SCHOOL,All,Female,19,1073,1.77073625349
287,2012,OAKLAND HIGH SCHOOL,All,All,24,1073,2.2367194781
288,2012,OAKLAND HIGH SCHOOL,All,Male,14,1073,1.30475302889
289,2012,OAKLAND HIGH SCHOOL,All,Male,15,1073,1.39794967381
290,2012,OAKLAND HIGH SCHOOL,All,All,28,1073,2.60950605778
291,2012,OAKLAND HIGH SCHOOL,All,Female,28,1073,2.60950605778
292,2012,OAKLAND HIGH SCHOOL,All,Female,53,1073,4.9394221808
293,2012,OAKLAND HIGH SCHOOL,All,Female,20,1073,1.86393289842
294,2012,OAKLAND HIGH SCHOOL,All,Male,25,1073,2.32991612302
295,2012,OAKLAND HIGH SCHOOL,All,Female,29,1073,2.7027027027
296,2012,OAKLAND HIGH SCHOOL,All,Male,21,1073,1.95712954334
297,2012,OAKLAND HIGH SCHOOL,All,Female,23,1073,2.14352283318
298,2012,OAKLAND HIGH SCHOOL,All,Male,18,1073,1.67753960857
299,2012,OAKLAND HIGH SCHOOL,All,All,26,1073,2.42311276794
300,2012,OAKLAND HIGH SCHOOL,All,All,18,1073,1.67753960857
301,2012,OAKLAND HIGH SCHOOL,All,Female,26,1073,2.42311276794
302,2012,OAKLAND HIGH SCHOOL,All,All,30,1073,2.79589934762
303,2012,OAKLAND HIGH SCHOOL,All,Male,22,1073,2.05032618826
304,2012,OAKLAND HIGH SCHOOL,All,Female,30,1073,2.79589934762
305,2012,OAKLAND HIGH SCHOOL,Asian,Female,44,1073,4.10065237651
306,2012,OAKLAND HIGH SCHOOL,Asian,Female,11,1073,1.02516309413
307,2012,OAKLAND HIGH SCHOOL,Asian,All,32,1073,2.98229263747
308,2012,OAKLAND HIGH SCHOOL,Asian,Male,9,1073,0.838769804287
309,2012,OAKLAND HIGH SCHOOL,Asian,Female,12,1073,1.11835973905
310,2012,OAKLAND HIGH SCHOOL,Asian,All,17,1073,1.58434296365
311,2012,OAKLAND HIGH SCHOOL,Asian,Male,7,1073,0.652376514445
312,2012,OAKLAND HIGH SCHOOL,Asian,All,9,1073,0.838769804287
313,2012,OAKLAND HIGH SCHOOL,Asian,Male,8,1073,0.745573159366
314,2012,OAKLAND HIGH SCHOOL,Asian,Female,21,1073,1.95712954334
315,2012,OAKLAND HIGH SCHOOL,All,Female,12,1073,1.11835973905
316,2012,OAKLAND HIGH SCHOOL,All,Male,10,1073,0.931966449208
317,2012,OAKLAND HIGH SCHOOL,All,Female,13,1073,1.21155638397
318,2012,OAKLAND HIGH SCHOOL,All,Male,8,1073,0.745573159366
319,2012,OAKLAND HIGH SCHOOL,All,All,10,1073,0.931966449208
320,2012,OAKLAND HIGH SCHOOL,All,Male,9,1073,0.838769804287
321,2012,OAKLAND HIGH SCHOOL,All,Female,22,1073,2.05032618826
322,2012,OAKLAND HIGH SCHOOL,All,All,31,1073,2.88909599254
323,2012,OAKLAND HIGH SCHOOL,Asian,Male,39,1073,3.63466915191
324,2012,OAKLAND HIGH SCHOOL,Asian,Female,56,1073,5.21901211556
325,2012,OAKLAND HIGH SCHOOL,Asian,All,79,1073,7.36253494874
326,2012,OAKLAND HIGH SCHOOL,Asian,All,44,1073,4.10065237651
327,2012,OAKLAND HIGH SCHOOL,Asian,Male,24,1073,2.2367194781
328,2012,OAKLAND HIGH SCHOOL,Asian,Male,21,1073,1.95712954334
329,2012,OAKLAND HIGH SCHOOL,Asian,All,29,1073,2.7027027027
330,2012,OAKLAND HIGH SCHOOL,Asian,Male,20,1073,1.86393289842
331,2012,OAKLAND HIGH SCHOOL,Asian,Female,29,1073,2.7027027027
332,2012,OAKLAND HIGH SCHOOL,Asian,Male,25,1073,2.32991612302
333,2012,OAKLAND HIGH SCHOOL,All,Female,57,1073,5.31220876048
334,2012,OAKLAND HIGH SCHOOL,All,Female,33,1073,3.07548928239
335,2012,OAKLAND HIGH SCHOOL,All,Male,26,1073,2.42311276794
