Calculation1,City,Count,County/State/ Territory,Gender,School,Pivot Field Values
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Enr,Los Angeles,Female,ALEXANDER HAMILTON HIGH SCHOOL,29
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Adm,Los Angeles,Female,ALEXANDER HAMILTON HIGH SCHOOL,66
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,App,Los Angeles,Female,ALEXANDER HAMILTON HIGH SCHOOL,131
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Enr,Los Angeles,All,ALEXANDER HAMILTON HIGH SCHOOL,48
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Adm,Los Angeles,All,ALEXANDER HAMILTON HIGH SCHOOL,109
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,App,Los Angeles,All,ALEXANDER HAMILTON HIGH SCHOOL,211
ALHAMBRA HIGH SCHOOL50050,Alhambra,Enr,Los Angeles,Male,ALHAMBRA HIGH SCHOOL,30
ALHAMBRA HIGH SCHOOL50050,Alhambra,Adm,Los Angeles,Male,ALHAMBRA HIGH SCHOOL,47
ALHAMBRA HIGH SCHOOL50050,Alhambra,App,Los Angeles,Male,ALHAMBRA HIGH SCHOOL,79
ALHAMBRA HIGH SCHOOL50050,Alhambra,Enr,Los Angeles,Female,ALHAMBRA HIGH SCHOOL,62
ALHAMBRA HIGH SCHOOL50050,Alhambra,Adm,Los Angeles,Female,ALHAMBRA HIGH SCHOOL,88
ALHAMBRA HIGH SCHOOL50050,Alhambra,App,Los Angeles,Female,ALHAMBRA HIGH SCHOOL,146
ALHAMBRA HIGH SCHOOL50050,Alhambra,Enr,Los Angeles,All,ALHAMBRA HIGH SCHOOL,92
ALHAMBRA HIGH SCHOOL50050,Alhambra,Adm,Los Angeles,All,ALHAMBRA HIGH SCHOOL,135
ALHAMBRA HIGH SCHOOL50050,Alhambra,App,Los Angeles,All,ALHAMBRA HIGH SCHOOL,226
ALHAMBRA HIGH SCHOOL51915,Martinez,Enr,Contra Costa,Male,ALHAMBRA HIGH SCHOOL,6
ALHAMBRA HIGH SCHOOL51915,Martinez,Adm,Contra Costa,Male,ALHAMBRA HIGH SCHOOL,9
ALHAMBRA HIGH SCHOOL51915,Martinez,App,Contra Costa,Male,ALHAMBRA HIGH SCHOOL,16
ALHAMBRA HIGH SCHOOL51915,Martinez,Enr,Contra Costa,Female,ALHAMBRA HIGH SCHOOL,8
ALHAMBRA HIGH SCHOOL51915,Martinez,Adm,Contra Costa,Female,ALHAMBRA HIGH SCHOOL,14
ALHAMBRA HIGH SCHOOL51915,Martinez,App,Contra Costa,Female,ALHAMBRA HIGH SCHOOL,33
ALHAMBRA HIGH SCHOOL51915,Martinez,Enr,Contra Costa,All,ALHAMBRA HIGH SCHOOL,14
ALHAMBRA HIGH SCHOOL51915,Martinez,Adm,Contra Costa,All,ALHAMBRA HIGH SCHOOL,24
ALHAMBRA HIGH SCHOOL51915,Martinez,App,Contra Costa,All,ALHAMBRA HIGH SCHOOL,50
ALISAL HIGH SCHOOL52742,Salinas,Enr,Monterey,Male,ALISAL HIGH SCHOOL,17
ALISAL HIGH SCHOOL52742,Salinas,Adm,Monterey,Male,ALISAL HIGH SCHOOL,33
ALISAL HIGH SCHOOL52742,Salinas,App,Monterey,Male,ALISAL HIGH SCHOOL,54
ALISAL HIGH SCHOOL52742,Salinas,Enr,Monterey,Female,ALISAL HIGH SCHOOL,31
ALISAL HIGH SCHOOL52742,Salinas,Adm,Monterey,Female,ALISAL HIGH SCHOOL,55
ALISAL HIGH SCHOOL52742,Salinas,App,Monterey,Female,ALISAL HIGH SCHOOL,93
ALISAL HIGH SCHOOL52742,Salinas,Enr,Monterey,All,ALISAL HIGH SCHOOL,49
ALISAL HIGH SCHOOL52742,Salinas,Adm,Monterey,All,ALISAL HIGH SCHOOL,89
ALISAL HIGH SCHOOL52742,Salinas,App,Monterey,All,ALISAL HIGH SCHOOL,148
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Enr,Orange,Male,ALISO NIGUEL HIGH SCHOOL,36
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Adm,Orange,Male,ALISO NIGUEL HIGH SCHOOL,59
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,App,Orange,Male,ALISO NIGUEL HIGH SCHOOL,105
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Enr,Orange,Female,ALISO NIGUEL HIGH SCHOOL,34
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Adm,Orange,Female,ALISO NIGUEL HIGH SCHOOL,68
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,App,Orange,Female,ALISO NIGUEL HIGH SCHOOL,115
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Enr,Orange,All,ALISO NIGUEL HIGH SCHOOL,70
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Adm,Orange,All,ALISO NIGUEL HIGH SCHOOL,127
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,App,Orange,All,ALISO NIGUEL HIGH SCHOOL,221
ALLIANCE ALICE M BAXTER CRHS54771,San Pedro,Enr,Los Angeles,Male,ALLIANCE ALICE M BAXTER CRHS,3
ALLIANCE ALICE M BAXTER CRHS54771,San Pedro,Adm,Los Angeles,Male,ALLIANCE ALICE M BAXTER CRHS,4
ALLIANCE ALICE M BAXTER CRHS54771,San Pedro,App,Los Angeles,Male,ALLIANCE ALICE M BAXTER CRHS,10
ALLIANCE ALICE M BAXTER CRHS54771,San Pedro,Enr,Los Angeles,Female,ALLIANCE ALICE M BAXTER CRHS,4
ALLIANCE ALICE M BAXTER CRHS54771,San Pedro,Adm,Los Angeles,Female,ALLIANCE ALICE M BAXTER CRHS,6
ALLIANCE ALICE M BAXTER CRHS54771,San Pedro,App,Los Angeles,Female,ALLIANCE ALICE M BAXTER CRHS,10
ALLIANCE ALICE M BAXTER CRHS54771,San Pedro,Enr,Los Angeles,All,ALLIANCE ALICE M BAXTER CRHS,7
ALLIANCE ALICE M BAXTER CRHS54771,San Pedro,Adm,Los Angeles,All,ALLIANCE ALICE M BAXTER CRHS,10
ALLIANCE ALICE M BAXTER CRHS54771,San Pedro,App,Los Angeles,All,ALLIANCE ALICE M BAXTER CRHS,20
ALLIANCE CINDY/BILL SIMON TECH51804,Los Angeles,Enr,Los Angeles,Male,ALLIANCE CINDY/BILL SIMON TECH,3
ALLIANCE CINDY/BILL SIMON TECH51804,Los Angeles,Adm,Los Angeles,Male,ALLIANCE CINDY/BILL SIMON TECH,4
ALLIANCE CINDY/BILL SIMON TECH51804,Los Angeles,App,Los Angeles,Male,ALLIANCE CINDY/BILL SIMON TECH,15
ALLIANCE CINDY/BILL SIMON TECH51804,Los Angeles,Enr,Los Angeles,Female,ALLIANCE CINDY/BILL SIMON TECH,8
ALLIANCE CINDY/BILL SIMON TECH51804,Los Angeles,Adm,Los Angeles,Female,ALLIANCE CINDY/BILL SIMON TECH,13
ALLIANCE CINDY/BILL SIMON TECH51804,Los Angeles,App,Los Angeles,Female,ALLIANCE CINDY/BILL SIMON TECH,23
ALLIANCE CINDY/BILL SIMON TECH51804,Los Angeles,Enr,Los Angeles,All,ALLIANCE CINDY/BILL SIMON TECH,11
ALLIANCE CINDY/BILL SIMON TECH51804,Los Angeles,Adm,Los Angeles,All,ALLIANCE CINDY/BILL SIMON TECH,17
ALLIANCE CINDY/BILL SIMON TECH51804,Los Angeles,App,Los Angeles,All,ALLIANCE CINDY/BILL SIMON TECH,38
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Enr,Los Angeles,Male,ALLIANCE COLLINS FAMILY COLRDY,8
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Adm,Los Angeles,Male,ALLIANCE COLLINS FAMILY COLRDY,20
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,App,Los Angeles,Male,ALLIANCE COLLINS FAMILY COLRDY,33
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Enr,Los Angeles,Female,ALLIANCE COLLINS FAMILY COLRDY,17
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Adm,Los Angeles,Female,ALLIANCE COLLINS FAMILY COLRDY,30
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,App,Los Angeles,Female,ALLIANCE COLLINS FAMILY COLRDY,56
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Enr,Los Angeles,All,ALLIANCE COLLINS FAMILY COLRDY,25
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Adm,Los Angeles,All,ALLIANCE COLLINS FAMILY COLRDY,50
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,App,Los Angeles,All,ALLIANCE COLLINS FAMILY COLRDY,89
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,Enr,Los Angeles,Male,ALLIANCE DR OLGA MOHAN HIGH SC,10
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,Adm,Los Angeles,Male,ALLIANCE DR OLGA MOHAN HIGH SC,15
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,App,Los Angeles,Male,ALLIANCE DR OLGA MOHAN HIGH SC,25
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,Enr,Los Angeles,Female,ALLIANCE DR OLGA MOHAN HIGH SC,5
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,Adm,Los Angeles,Female,ALLIANCE DR OLGA MOHAN HIGH SC,17
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,App,Los Angeles,Female,ALLIANCE DR OLGA MOHAN HIGH SC,29
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,Enr,Los Angeles,All,ALLIANCE DR OLGA MOHAN HIGH SC,15
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,Adm,Los Angeles,All,ALLIANCE DR OLGA MOHAN HIGH SC,32
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,App,Los Angeles,All,ALLIANCE DR OLGA MOHAN HIGH SC,54
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,Enr,Los Angeles,Male,ALLIANCE GERTZ-RESSLER HIGH SC,6
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,Adm,Los Angeles,Male,ALLIANCE GERTZ-RESSLER HIGH SC,12
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,App,Los Angeles,Male,ALLIANCE GERTZ-RESSLER HIGH SC,16
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,Enr,Los Angeles,Female,ALLIANCE GERTZ-RESSLER HIGH SC,13
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,Adm,Los Angeles,Female,ALLIANCE GERTZ-RESSLER HIGH SC,26
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,App,Los Angeles,Female,ALLIANCE GERTZ-RESSLER HIGH SC,34
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,Enr,Los Angeles,All,ALLIANCE GERTZ-RESSLER HIGH SC,20
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,Adm,Los Angeles,All,ALLIANCE GERTZ-RESSLER HIGH SC,39
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,App,Los Angeles,All,ALLIANCE GERTZ-RESSLER HIGH SC,51
ALLIANCE JUDY BURTON TECH ACAD54088,Los Angeles,Enr,Los Angeles,Male,ALLIANCE JUDY BURTON TECH ACAD,4
ALLIANCE JUDY BURTON TECH ACAD54088,Los Angeles,Adm,Los Angeles,Male,ALLIANCE JUDY BURTON TECH ACAD,9
ALLIANCE JUDY BURTON TECH ACAD54088,Los Angeles,App,Los Angeles,Male,ALLIANCE JUDY BURTON TECH ACAD,23
ALLIANCE JUDY BURTON TECH ACAD54088,Los Angeles,Enr,Los Angeles,Female,ALLIANCE JUDY BURTON TECH ACAD,6
ALLIANCE JUDY BURTON TECH ACAD54088,Los Angeles,Adm,Los Angeles,Female,ALLIANCE JUDY BURTON TECH ACAD,27
ALLIANCE JUDY BURTON TECH ACAD54088,Los Angeles,App,Los Angeles,Female,ALLIANCE JUDY BURTON TECH ACAD,45
ALLIANCE JUDY BURTON TECH ACAD54088,Los Angeles,Enr,Los Angeles,All,ALLIANCE JUDY BURTON TECH ACAD,10
ALLIANCE JUDY BURTON TECH ACAD54088,Los Angeles,Adm,Los Angeles,All,ALLIANCE JUDY BURTON TECH ACAD,36
ALLIANCE JUDY BURTON TECH ACAD54088,Los Angeles,App,Los Angeles,All,ALLIANCE JUDY BURTON TECH ACAD,68
ALLIANCE LEICHTMAN-LEVINE ESHS54360,Los Angeles,Enr,Los Angeles,Male,ALLIANCE LEICHTMAN-LEVINE ESHS,9
ALLIANCE LEICHTMAN-LEVINE ESHS54360,Los Angeles,Adm,Los Angeles,Male,ALLIANCE LEICHTMAN-LEVINE ESHS,24
ALLIANCE LEICHTMAN-LEVINE ESHS54360,Los Angeles,App,Los Angeles,Male,ALLIANCE LEICHTMAN-LEVINE ESHS,29
ALLIANCE LEICHTMAN-LEVINE ESHS54360,Los Angeles,Enr,Los Angeles,Female,ALLIANCE LEICHTMAN-LEVINE ESHS,7
ALLIANCE LEICHTMAN-LEVINE ESHS54360,Los Angeles,Adm,Los Angeles,Female,ALLIANCE LEICHTMAN-LEVINE ESHS,16
ALLIANCE LEICHTMAN-LEVINE ESHS54360,Los Angeles,App,Los Angeles,Female,ALLIANCE LEICHTMAN-LEVINE ESHS,31
ALLIANCE LEICHTMAN-LEVINE ESHS54360,Los Angeles,Enr,Los Angeles,All,ALLIANCE LEICHTMAN-LEVINE ESHS,16
ALLIANCE LEICHTMAN-LEVINE ESHS54360,Los Angeles,Adm,Los Angeles,All,ALLIANCE LEICHTMAN-LEVINE ESHS,40
ALLIANCE LEICHTMAN-LEVINE ESHS54360,Los Angeles,App,Los Angeles,All,ALLIANCE LEICHTMAN-LEVINE ESHS,60
ALLIANCE MARGARET M BLOOMFIELD54772,Huntington Park,Enr,Los Angeles,Male,ALLIANCE MARGARET M BLOOMFIELD,7
ALLIANCE MARGARET M BLOOMFIELD54772,Huntington Park,Adm,Los Angeles,Male,ALLIANCE MARGARET M BLOOMFIELD,11
ALLIANCE MARGARET M BLOOMFIELD54772,Huntington Park,App,Los Angeles,Male,ALLIANCE MARGARET M BLOOMFIELD,26
ALLIANCE MARGARET M BLOOMFIELD54772,Huntington Park,Enr,Los Angeles,Female,ALLIANCE MARGARET M BLOOMFIELD,9
ALLIANCE MARGARET M BLOOMFIELD54772,Huntington Park,Adm,Los Angeles,Female,ALLIANCE MARGARET M BLOOMFIELD,19
ALLIANCE MARGARET M BLOOMFIELD54772,Huntington Park,App,Los Angeles,Female,ALLIANCE MARGARET M BLOOMFIELD,39
ALLIANCE MARGARET M BLOOMFIELD54772,Huntington Park,Enr,Los Angeles,All,ALLIANCE MARGARET M BLOOMFIELD,16
ALLIANCE MARGARET M BLOOMFIELD54772,Huntington Park,Adm,Los Angeles,All,ALLIANCE MARGARET M BLOOMFIELD,30
ALLIANCE MARGARET M BLOOMFIELD54772,Huntington Park,App,Los Angeles,All,ALLIANCE MARGARET M BLOOMFIELD,65
ALLIANCE MORGAN MCKINZIE HS54346,Los Angeles,Enr,Los Angeles,Male,ALLIANCE MORGAN MCKINZIE HS,6
ALLIANCE MORGAN MCKINZIE HS54346,Los Angeles,Adm,Los Angeles,Male,ALLIANCE MORGAN MCKINZIE HS,8
ALLIANCE MORGAN MCKINZIE HS54346,Los Angeles,App,Los Angeles,Male,ALLIANCE MORGAN MCKINZIE HS,10
ALLIANCE MORGAN MCKINZIE HS54346,Los Angeles,Enr,Los Angeles,Female,ALLIANCE MORGAN MCKINZIE HS,7
ALLIANCE MORGAN MCKINZIE HS54346,Los Angeles,Adm,Los Angeles,Female,ALLIANCE MORGAN MCKINZIE HS,11
ALLIANCE MORGAN MCKINZIE HS54346,Los Angeles,App,Los Angeles,Female,ALLIANCE MORGAN MCKINZIE HS,22
ALLIANCE MORGAN MCKINZIE HS54346,Los Angeles,Enr,Los Angeles,All,ALLIANCE MORGAN MCKINZIE HS,13
ALLIANCE MORGAN MCKINZIE HS54346,Los Angeles,Adm,Los Angeles,All,ALLIANCE MORGAN MCKINZIE HS,19
ALLIANCE MORGAN MCKINZIE HS54346,Los Angeles,App,Los Angeles,All,ALLIANCE MORGAN MCKINZIE HS,32
ALLIANCE OUCHI-O'DONOVAN 6-1251598,Los Angeles,Enr,Los Angeles,Male,ALLIANCE OUCHI-O'DONOVAN 6-12,7
ALLIANCE OUCHI-O'DONOVAN 6-1251598,Los Angeles,Adm,Los Angeles,Male,ALLIANCE OUCHI-O'DONOVAN 6-12,13
ALLIANCE OUCHI-O'DONOVAN 6-1251598,Los Angeles,App,Los Angeles,Male,ALLIANCE OUCHI-O'DONOVAN 6-12,26
ALLIANCE OUCHI-O'DONOVAN 6-1251598,Los Angeles,Enr,Los Angeles,Female,ALLIANCE OUCHI-O'DONOVAN 6-12,10
ALLIANCE OUCHI-O'DONOVAN 6-1251598,Los Angeles,Adm,Los Angeles,Female,ALLIANCE OUCHI-O'DONOVAN 6-12,13
ALLIANCE OUCHI-O'DONOVAN 6-1251598,Los Angeles,App,Los Angeles,Female,ALLIANCE OUCHI-O'DONOVAN 6-12,26
ALLIANCE OUCHI-O'DONOVAN 6-1251598,Los Angeles,Enr,Los Angeles,All,ALLIANCE OUCHI-O'DONOVAN 6-12,17
ALLIANCE OUCHI-O'DONOVAN 6-1251598,Los Angeles,Adm,Los Angeles,All,ALLIANCE OUCHI-O'DONOVAN 6-12,26
ALLIANCE OUCHI-O'DONOVAN 6-1251598,Los Angeles,App,Los Angeles,All,ALLIANCE OUCHI-O'DONOVAN 6-12,52
ALLIANCE PATTI & PETER ACADEMY54218,Los Angeles,Enr,Los Angeles,Male,ALLIANCE PATTI & PETER ACADEMY,7
ALLIANCE PATTI & PETER ACADEMY54218,Los Angeles,Adm,Los Angeles,Male,ALLIANCE PATTI & PETER ACADEMY,14
ALLIANCE PATTI & PETER ACADEMY54218,Los Angeles,App,Los Angeles,Male,ALLIANCE PATTI & PETER ACADEMY,25
ALLIANCE PATTI & PETER ACADEMY54218,Los Angeles,Enr,Los Angeles,Female,ALLIANCE PATTI & PETER ACADEMY,14
ALLIANCE PATTI & PETER ACADEMY54218,Los Angeles,Adm,Los Angeles,Female,ALLIANCE PATTI & PETER ACADEMY,27
ALLIANCE PATTI & PETER ACADEMY54218,Los Angeles,App,Los Angeles,Female,ALLIANCE PATTI & PETER ACADEMY,53
ALLIANCE PATTI & PETER ACADEMY54218,Los Angeles,Enr,Los Angeles,All,ALLIANCE PATTI & PETER ACADEMY,21
ALLIANCE PATTI & PETER ACADEMY54218,Los Angeles,Adm,Los Angeles,All,ALLIANCE PATTI & PETER ACADEMY,41
ALLIANCE PATTI & PETER ACADEMY54218,Los Angeles,App,Los Angeles,All,ALLIANCE PATTI & PETER ACADEMY,79
ALLIANCE PIERA BARBAGLIA HSA54361,Los Angeles,Adm,Los Angeles,Male,ALLIANCE PIERA BARBAGLIA HSA,4
ALLIANCE PIERA BARBAGLIA HSA54361,Los Angeles,App,Los Angeles,Male,ALLIANCE PIERA BARBAGLIA HSA,11
ALLIANCE PIERA BARBAGLIA HSA54361,Los Angeles,Enr,Los Angeles,Female,ALLIANCE PIERA BARBAGLIA HSA,6
ALLIANCE PIERA BARBAGLIA HSA54361,Los Angeles,Adm,Los Angeles,Female,ALLIANCE PIERA BARBAGLIA HSA,13
ALLIANCE PIERA BARBAGLIA HSA54361,Los Angeles,App,Los Angeles,Female,ALLIANCE PIERA BARBAGLIA HSA,17
ALLIANCE PIERA BARBAGLIA HSA54361,Los Angeles,Enr,Los Angeles,All,ALLIANCE PIERA BARBAGLIA HSA,8
ALLIANCE PIERA BARBAGLIA HSA54361,Los Angeles,Adm,Los Angeles,All,ALLIANCE PIERA BARBAGLIA HSA,17
ALLIANCE PIERA BARBAGLIA HSA54361,Los Angeles,App,Los Angeles,All,ALLIANCE PIERA BARBAGLIA HSA,28
ALLIANCE RENEE & MEYER LUSKIN51663,Los Angeles,Enr,Los Angeles,Male,ALLIANCE RENEE & MEYER LUSKIN,5
ALLIANCE RENEE & MEYER LUSKIN51663,Los Angeles,Adm,Los Angeles,Male,ALLIANCE RENEE & MEYER LUSKIN,8
ALLIANCE RENEE & MEYER LUSKIN51663,Los Angeles,App,Los Angeles,Male,ALLIANCE RENEE & MEYER LUSKIN,20
ALLIANCE RENEE & MEYER LUSKIN51663,Los Angeles,Enr,Los Angeles,Female,ALLIANCE RENEE & MEYER LUSKIN,7
ALLIANCE RENEE & MEYER LUSKIN51663,Los Angeles,Adm,Los Angeles,Female,ALLIANCE RENEE & MEYER LUSKIN,17
ALLIANCE RENEE & MEYER LUSKIN51663,Los Angeles,App,Los Angeles,Female,ALLIANCE RENEE & MEYER LUSKIN,27
ALLIANCE RENEE & MEYER LUSKIN51663,Los Angeles,Enr,Los Angeles,All,ALLIANCE RENEE & MEYER LUSKIN,12
ALLIANCE RENEE & MEYER LUSKIN51663,Los Angeles,Adm,Los Angeles,All,ALLIANCE RENEE & MEYER LUSKIN,25
ALLIANCE RENEE & MEYER LUSKIN51663,Los Angeles,App,Los Angeles,All,ALLIANCE RENEE & MEYER LUSKIN,47
ALLIANCE SMIDT TECHNOLOGY HIGH54636,Los Angeles,Enr,Los Angeles,Male,ALLIANCE SMIDT TECHNOLOGY HIGH,5
ALLIANCE SMIDT TECHNOLOGY HIGH54636,Los Angeles,Adm,Los Angeles,Male,ALLIANCE SMIDT TECHNOLOGY HIGH,13
ALLIANCE SMIDT TECHNOLOGY HIGH54636,Los Angeles,App,Los Angeles,Male,ALLIANCE SMIDT TECHNOLOGY HIGH,20
ALLIANCE SMIDT TECHNOLOGY HIGH54636,Los Angeles,Enr,Los Angeles,Female,ALLIANCE SMIDT TECHNOLOGY HIGH,9
ALLIANCE SMIDT TECHNOLOGY HIGH54636,Los Angeles,Adm,Los Angeles,Female,ALLIANCE SMIDT TECHNOLOGY HIGH,18
ALLIANCE SMIDT TECHNOLOGY HIGH54636,Los Angeles,App,Los Angeles,Female,ALLIANCE SMIDT TECHNOLOGY HIGH,29
ALLIANCE SMIDT TECHNOLOGY HIGH54636,Los Angeles,Enr,Los Angeles,All,ALLIANCE SMIDT TECHNOLOGY HIGH,14
ALLIANCE SMIDT TECHNOLOGY HIGH54636,Los Angeles,Adm,Los Angeles,All,ALLIANCE SMIDT TECHNOLOGY HIGH,31
ALLIANCE SMIDT TECHNOLOGY HIGH54636,Los Angeles,App,Los Angeles,All,ALLIANCE SMIDT TECHNOLOGY HIGH,49
ALLIANCE STERN MATH/SCI SCHOOL54163,Los Angeles,Enr,Los Angeles,Male,ALLIANCE STERN MATH/SCI SCHOOL,5
ALLIANCE STERN MATH/SCI SCHOOL54163,Los Angeles,Adm,Los Angeles,Male,ALLIANCE STERN MATH/SCI SCHOOL,13
ALLIANCE STERN MATH/SCI SCHOOL54163,Los Angeles,App,Los Angeles,Male,ALLIANCE STERN MATH/SCI SCHOOL,18
ALLIANCE STERN MATH/SCI SCHOOL54163,Los Angeles,Enr,Los Angeles,Female,ALLIANCE STERN MATH/SCI SCHOOL,9
ALLIANCE STERN MATH/SCI SCHOOL54163,Los Angeles,Adm,Los Angeles,Female,ALLIANCE STERN MATH/SCI SCHOOL,18
ALLIANCE STERN MATH/SCI SCHOOL54163,Los Angeles,App,Los Angeles,Female,ALLIANCE STERN MATH/SCI SCHOOL,26
ALLIANCE STERN MATH/SCI SCHOOL54163,Los Angeles,Enr,Los Angeles,All,ALLIANCE STERN MATH/SCI SCHOOL,14
ALLIANCE STERN MATH/SCI SCHOOL54163,Los Angeles,Adm,Los Angeles,All,ALLIANCE STERN MATH/SCI SCHOOL,31
ALLIANCE STERN MATH/SCI SCHOOL54163,Los Angeles,App,Los Angeles,All,ALLIANCE STERN MATH/SCI SCHOOL,44
ALLIANCE TED K TAJIMA HIGH SCH54513,Los Angeles,Enr,Los Angeles,Male,ALLIANCE TED K TAJIMA HIGH SCH,7
ALLIANCE TED K TAJIMA HIGH SCH54513,Los Angeles,Adm,Los Angeles,Male,ALLIANCE TED K TAJIMA HIGH SCH,7
ALLIANCE TED K TAJIMA HIGH SCH54513,Los Angeles,App,Los Angeles,Male,ALLIANCE TED K TAJIMA HIGH SCH,11
ALLIANCE TED K TAJIMA HIGH SCH54513,Los Angeles,Enr,Los Angeles,Female,ALLIANCE TED K TAJIMA HIGH SCH,6
ALLIANCE TED K TAJIMA HIGH SCH54513,Los Angeles,Adm,Los Angeles,Female,ALLIANCE TED K TAJIMA HIGH SCH,7
ALLIANCE TED K TAJIMA HIGH SCH54513,Los Angeles,App,Los Angeles,Female,ALLIANCE TED K TAJIMA HIGH SCH,14
ALLIANCE TED K TAJIMA HIGH SCH54513,Los Angeles,Enr,Los Angeles,All,ALLIANCE TED K TAJIMA HIGH SCH,13
ALLIANCE TED K TAJIMA HIGH SCH54513,Los Angeles,Adm,Los Angeles,All,ALLIANCE TED K TAJIMA HIGH SCH,14
ALLIANCE TED K TAJIMA HIGH SCH54513,Los Angeles,App,Los Angeles,All,ALLIANCE TED K TAJIMA HIGH SCH,25
ALLIANCE TENNENBAUM FAMILY TECH HS54527,Los Angeles,App,Los Angeles,Male,ALLIANCE TENNENBAUM FAMILY TECH HS,10
ALLIANCE TENNENBAUM FAMILY TECH HS54527,Los Angeles,Enr,Los Angeles,Female,ALLIANCE TENNENBAUM FAMILY TECH HS,7
ALLIANCE TENNENBAUM FAMILY TECH HS54527,Los Angeles,Adm,Los Angeles,Female,ALLIANCE TENNENBAUM FAMILY TECH HS,9
ALLIANCE TENNENBAUM FAMILY TECH HS54527,Los Angeles,App,Los Angeles,Female,ALLIANCE TENNENBAUM FAMILY TECH HS,29
ALLIANCE TENNENBAUM FAMILY TECH HS54527,Los Angeles,Enr,Los Angeles,All,ALLIANCE TENNENBAUM FAMILY TECH HS,8
ALLIANCE TENNENBAUM FAMILY TECH HS54527,Los Angeles,Adm,Los Angeles,All,ALLIANCE TENNENBAUM FAMILY TECH HS,10
ALLIANCE TENNENBAUM FAMILY TECH HS54527,Los Angeles,App,Los Angeles,All,ALLIANCE TENNENBAUM FAMILY TECH HS,39
ALTA LOMA HIGH SCHOOL50077,Alta Loma,Enr,San Bernardino,Male,ALTA LOMA HIGH SCHOOL,14
ALTA LOMA HIGH SCHOOL50077,Alta Loma,Adm,San Bernardino,Male,ALTA LOMA HIGH SCHOOL,20
ALTA LOMA HIGH SCHOOL50077,Alta Loma,App,San Bernardino,Male,ALTA LOMA HIGH SCHOOL,40
ALTA LOMA HIGH SCHOOL50077,Alta Loma,Enr,San Bernardino,Female,ALTA LOMA HIGH SCHOOL,15
ALTA LOMA HIGH SCHOOL50077,Alta Loma,Adm,San Bernardino,Female,ALTA LOMA HIGH SCHOOL,27
ALTA LOMA HIGH SCHOOL50077,Alta Loma,App,San Bernardino,Female,ALTA LOMA HIGH SCHOOL,57
ALTA LOMA HIGH SCHOOL50077,Alta Loma,Enr,San Bernardino,All,ALTA LOMA HIGH SCHOOL,29
ALTA LOMA HIGH SCHOOL50077,Alta Loma,Adm,San Bernardino,All,ALTA LOMA HIGH SCHOOL,47
ALTA LOMA HIGH SCHOOL50077,Alta Loma,App,San Bernardino,All,ALTA LOMA HIGH SCHOOL,97
AMADOR HIGH SCHOOL53480,Sutter Creek,Enr,Amador,Male,AMADOR HIGH SCHOOL,5
