,County,Ethnicity,Gender,Campus,GPA,AvgScrRead,AvgScrMath,AvgScrWrit
894,San Diego,Asian,Unknown,Los Angeles,4.4,480,480,480
895,San Diego,Asian,Unknown,Riverside,3.8,480,480,480
896,San Diego,Asian,Unknown,San Diego,4.4,480,480,480
897,San Diego,Asian,Unknown,Santa Barbara,4.2,480,480,480
898,San Diego,Asian,Unknown,Santa Cruz,4.4,480,480,480
899,San Diego,Asian,Unknown,Universitywide,4.2,480,480,480
900,San Diego,Hispanic/ Latino,Female,Berkeley,4.4,480,480,480
901,San Diego,Hispanic/ Latino,Female,Davis,4.2,480,480,480
902,San Diego,Hispanic/ Latino,Female,Irvine,4.2,480,480,480
903,San Diego,Hispanic/ Latino,Female,Los Angeles,4.4,480,480,480
904,San Diego,Hispanic/ Latino,Female,Riverside,3.8,480,480,480
905,San Diego,Hispanic/ Latino,Female,San Diego,4.4,480,480,480
906,San Diego,Hispanic/ Latino,Female,Santa Barbara,4.2,480,480,480
907,San Diego,Hispanic/ Latino,Female,Santa Cruz,4.4,480,480,480
908,San Diego,Hispanic/ Latino,Female,Universitywide,4.2,480,480,480
909,San Diego,Hispanic/ Latino,All,Berkeley,4.4,480,480,480
910,San Diego,Hispanic/ Latino,All,Davis,4.2,480,480,480
911,San Diego,Hispanic/ Latino,All,Irvine,4.2,480,480,480
912,San Diego,Hispanic/ Latino,All,Los Angeles,4.4,480,480,480
913,San Diego,Hispanic/ Latino,All,Riverside,3.8,480,480,480
914,San Diego,Hispanic/ Latino,All,San Diego,4.4,480,480,480
915,San Diego,Hispanic/ Latino,All,Santa Barbara,4.2,480,480,480
916,San Diego,Hispanic/ Latino,All,Santa Cruz,4.4,480,480,480
917,San Diego,Hispanic/ Latino,All,Universitywide,4.2,480,480,480
918,San Diego,Hispanic/ Latino,Male,Berkeley,4.4,480,480,480
919,San Diego,Hispanic/ Latino,Male,Davis,4.2,480,480,480
920,San Diego,Hispanic/ Latino,Male,Irvine,4.2,480,480,480
921,San Diego,Hispanic/ Latino,Male,Los Angeles,4.4,480,480,480
922,San Diego,Hispanic/ Latino,Male,Riverside,3.8,480,480,480
923,San Diego,Hispanic/ Latino,Male,San Diego,4.4,480,480,480
924,San Diego,Hispanic/ Latino,Male,Santa Barbara,4.2,480,480,480
925,San Diego,Hispanic/ Latino,Male,Santa Cruz,4.4,480,480,480
926,San Diego,Hispanic/ Latino,Male,Universitywide,4.2,480,480,480
927,San Diego,Hispanic/ Latino,Unknown,Berkeley,4.4,480,480,480
928,San Diego,Hispanic/ Latino,Unknown,Davis,4.2,480,480,480
929,San Diego,Hispanic/ Latino,Unknown,Irvine,4.2,480,480,480
930,San Diego,Hispanic/ Latino,Unknown,Los Angeles,4.4,480,480,480
931,San Diego,Hispanic/ Latino,Unknown,Riverside,3.8,480,480,480
932,San Diego,Hispanic/ Latino,Unknown,San Diego,4.4,480,480,480
933,San Diego,Hispanic/ Latino,Unknown,Santa Barbara,4.2,480,480,480
934,San Diego,Hispanic/ Latino,Unknown,Santa Cruz,4.4,480,480,480
935,San Diego,Hispanic/ Latino,Unknown,Universitywide,4.2,480,480,480
936,San Diego,African American,Female,Berkeley,4.4,480,480,480
937,San Diego,African American,Female,Davis,4.2,480,480,480
938,San Diego,African American,Female,Irvine,4.2,480,480,480
939,San Diego,African American,Female,Los Angeles,4.4,480,480,480
940,San Diego,African American,Female,Riverside,3.8,480,480,480
941,San Diego,African American,Female,San Diego,4.4,480,480,480
942,San Diego,African American,Female,Santa Barbara,4.2,480,480,480
943,San Diego,African American,Female,Santa Cruz,4.4,480,480,480
944,San Diego,African American,Female,Universitywide,4.2,480,480,480
945,San Diego,African American,All,Berkeley,4.4,480,480,480
946,San Diego,African American,All,Davis,4.2,480,480,480
947,San Diego,African American,All,Irvine,4.2,480,480,480
948,San Diego,African American,All,Los Angeles,4.4,480,480,480
949,San Diego,African American,All,Riverside,3.8,480,480,480
950,San Diego,African American,All,San Diego,4.4,480,480,480
951,San Diego,African American,All,Santa Barbara,4.2,480,480,480
952,San Diego,African American,All,Santa Cruz,4.4,480,480,480
953,San Diego,African American,All,Universitywide,4.2,480,480,480
954,San Diego,African American,Male,Berkeley,4.4,480,480,480
955,San Diego,African American,Male,Davis,4.2,480,480,480
956,San Diego,African American,Male,Irvine,4.2,480,480,480
957,San Diego,African American,Male,Los Angeles,4.4,480,480,480
958,San Diego,African American,Male,Riverside,3.8,480,480,480
959,San Diego,African American,Male,San Diego,4.4,480,480,480
960,San Diego,African American,Male,Santa Barbara,4.2,480,480,480
961,San Diego,African American,Male,Santa Cruz,4.4,480,480,480
962,San Diego,African American,Male,Universitywide,4.2,480,480,480
963,San Diego,African American,Unknown,Berkeley,4.4,480,480,480
964,San Diego,African American,Unknown,Davis,4.2,480,480,480
965,San Diego,African American,Unknown,Irvine,4.2,480,480,480
966,San Diego,African American,Unknown,Los Angeles,4.4,480,480,480
967,San Diego,African American,Unknown,Riverside,3.8,480,480,480
968,San Diego,African American,Unknown,San Diego,4.4,480,480,480
969,San Diego,African American,Unknown,Santa Barbara,4.2,480,480,480
970,San Diego,African American,Unknown,Santa Cruz,4.4,480,480,480
971,San Diego,African American,Unknown,Universitywide,4.2,480,480,480
972,San Diego,All,Female,Berkeley,4.4,480,480,480
973,San Diego,All,Female,Davis,4.2,480,480,480
974,San Diego,All,Female,Irvine,4.2,480,480,480
975,San Diego,All,Female,Los Angeles,4.4,480,480,480
976,San Diego,All,Female,Riverside,3.8,480,480,480
977,San Diego,All,Female,San Diego,4.4,480,480,480
978,San Diego,All,Female,Santa Barbara,4.2,480,480,480
979,San Diego,All,Female,Santa Cruz,4.4,480,480,480
980,San Diego,All,Female,Universitywide,4.2,480,480,480
981,San Diego,All,All,Berkeley,4.4,480,480,480
982,San Diego,All,All,Davis,4.2,480,480,480
983,San Diego,All,All,Irvine,4.2,480,480,480
984,San Diego,All,All,Los Angeles,4.4,480,480,480
985,San Diego,All,All,Riverside,3.8,480,480,480
986,San Diego,All,All,San Diego,4.4,480,480,480
987,San Diego,All,All,Santa Barbara,4.2,480,480,480
988,San Diego,All,All,Santa Cruz,4.4,480,480,480
989,San Diego,All,All,Universitywide,4.2,480,480,480
990,San Diego,All,Male,Berkeley,4.4,480,480,480
991,San Diego,All,Male,Davis,4.2,480,480,480
992,San Diego,All,Male,Irvine,4.2,480,480,480
993,San Diego,All,Male,Los Angeles,4.4,480,480,480
994,San Diego,All,Male,Riverside,3.8,480,480,480
995,San Diego,All,Male,San Diego,4.4,480,480,480
996,San Diego,All,Male,Santa Barbara,4.2,480,480,480
997,San Diego,All,Male,Santa Cruz,4.4,480,480,480
998,San Diego,All,Male,Universitywide,4.2,480,480,480
999,San Diego,All,Unknown,Berkeley,4.4,480,480,480
1000,San Diego,All,Unknown,Davis,4.2,480,480,480
1001,San Diego,All,Unknown,Irvine,4.2,480,480,480
1002,San Diego,All,Unknown,Los Angeles,4.4,480,480,480
1003,San Diego,All,Unknown,Riverside,3.8,480,480,480
1004,San Diego,All,Unknown,San Diego,4.4,480,480,480
1005,San Diego,All,Unknown,Santa Barbara,4.2,480,480,480
1006,San Diego,All,Unknown,Santa Cruz,4.4,480,480,480
1007,San Diego,All,Unknown,Universitywide,4.2,480,480,480
1008,Contra Costa,White,Male,Berkeley,4.2,480,480,480
1009,Contra Costa,White,Male,Davis,4.2,480,480,480
1010,Contra Costa,White,Male,Irvine,4.2,480,480,480
1011,Contra Costa,White,Male,Los Angeles,4.2,480,480,480
1012,Contra Costa,White,Male,Merced,3.6,480,480,480
1013,Contra Costa,White,Male,Riverside,3.6,480,480,480
1014,Contra Costa,White,Male,San Diego,4.4,480,480,480
1015,Contra Costa,White,Male,Santa Barbara,4.2,480,480,480
1016,Contra Costa,White,Male,Santa Cruz,3.8,480,480,480
1017,Contra Costa,White,Male,Universitywide,3.8,480,480,480
1018,Contra Costa,White,Female,Berkeley,4.2,480,480,480
1019,Contra Costa,White,Female,Davis,4.2,480,480,480
1020,Contra Costa,White,Female,Irvine,4.2,480,480,480
1021,Contra Costa,White,Female,Los Angeles,4.2,480,480,480
1022,Contra Costa,White,Female,Merced,3.6,480,480,480
1023,Contra Costa,White,Female,Riverside,3.6,480,480,480
1024,Contra Costa,White,Female,San Diego,4.4,480,480,480
1025,Contra Costa,White,Female,Santa Barbara,4.2,480,480,480
1026,Contra Costa,White,Female,Santa Cruz,3.8,480,480,480
1027,Contra Costa,White,Female,Universitywide,3.8,480,480,480
1028,Contra Costa,White,All,Berkeley,4.2,480,480,480
1029,Contra Costa,White,All,Davis,4.2,480,480,480
1030,Contra Costa,White,All,Irvine,4.2,480,480,480
1031,Contra Costa,White,All,Los Angeles,4.2,480,480,480
1032,Contra Costa,White,All,Merced,3.6,480,480,480
1033,Contra Costa,White,All,Riverside,3.6,480,480,480
1034,Contra Costa,White,All,San Diego,4.4,480,480,480
1035,Contra Costa,White,All,Santa Barbara,4.2,480,480,480
1036,Contra Costa,White,All,Santa Cruz,3.8,480,480,480
1037,Contra Costa,White,All,Universitywide,3.8,480,480,480
1038,Contra Costa,White,Unknown,Berkeley,4.2,480,480,480
1039,Contra Costa,White,Unknown,Davis,4.2,480,480,480
1040,Contra Costa,White,Unknown,Irvine,4.2,480,480,480
1041,Contra Costa,White,Unknown,Los Angeles,4.2,480,480,480
1042,Contra Costa,White,Unknown,Merced,3.6,480,480,480
1043,Contra Costa,White,Unknown,Riverside,3.6,480,480,480
1044,Contra Costa,White,Unknown,San Diego,4.4,480,480,480
1045,Contra Costa,White,Unknown,Santa Barbara,4.2,480,480,480
1046,Contra Costa,White,Unknown,Santa Cruz,3.8,480,480,480
1047,Contra Costa,White,Unknown,Universitywide,3.8,480,480,480
1048,Contra Costa,Asian,Male,Berkeley,4.2,480,480,480
1049,Contra Costa,Asian,Male,Davis,4.2,480,480,480
1050,Contra Costa,Asian,Male,Irvine,4.2,480,480,480
1051,Contra Costa,Asian,Male,Los Angeles,4.2,480,480,480
1052,Contra Costa,Asian,Male,Merced,3.6,480,480,480
1053,Contra Costa,Asian,Male,Riverside,3.6,480,480,480
1054,Contra Costa,Asian,Male,San Diego,4.4,480,480,480
1055,Contra Costa,Asian,Male,Santa Barbara,4.2,480,480,480
1056,Contra Costa,Asian,Male,Santa Cruz,3.8,480,480,480
1057,Contra Costa,Asian,Male,Universitywide,3.8,480,480,480
1058,Contra Costa,Asian,Female,Berkeley,4.2,480,480,480
1059,Contra Costa,Asian,Female,Davis,4.2,480,480,480
1060,Contra Costa,Asian,Female,Irvine,4.2,480,480,480
1061,Contra Costa,Asian,Female,Los Angeles,4.2,480,480,480
1062,Contra Costa,Asian,Female,Merced,3.6,480,480,480
1063,Contra Costa,Asian,Female,Riverside,3.6,480,480,480
1064,Contra Costa,Asian,Female,San Diego,4.4,480,480,480
1065,Contra Costa,Asian,Female,Santa Barbara,4.2,480,480,480
1066,Contra Costa,Asian,Female,Santa Cruz,3.8,480,480,480
1067,Contra Costa,Asian,Female,Universitywide,3.8,480,480,480
1068,Contra Costa,Asian,All,Berkeley,4.2,480,480,480
1069,Contra Costa,Asian,All,Davis,4.2,480,480,480
1070,Contra Costa,Asian,All,Irvine,4.2,480,480,480
1071,Contra Costa,Asian,All,Los Angeles,4.2,480,480,480
1072,Contra Costa,Asian,All,Merced,3.6,480,480,480
1073,Contra Costa,Asian,All,Riverside,3.6,480,480,480
1074,Contra Costa,Asian,All,San Diego,4.4,480,480,480
1075,Contra Costa,Asian,All,Santa Barbara,4.2,480,480,480
1076,Contra Costa,Asian,All,Santa Cruz,3.8,480,480,480
1077,Contra Costa,Asian,All,Universitywide,3.8,480,480,480
1078,Contra Costa,Asian,Unknown,Berkeley,4.2,480,480,480
1079,Contra Costa,Asian,Unknown,Davis,4.2,480,480,480
1080,Contra Costa,Asian,Unknown,Irvine,4.2,480,480,480
1081,Contra Costa,Asian,Unknown,Los Angeles,4.2,480,480,480
1082,Contra Costa,Asian,Unknown,Merced,3.6,480,480,480
1083,Contra Costa,Asian,Unknown,Riverside,3.6,480,480,480
1084,Contra Costa,Asian,Unknown,San Diego,4.4,480,480,480
1085,Contra Costa,Asian,Unknown,Santa Barbara,4.2,480,480,480
1086,Contra Costa,Asian,Unknown,Santa Cruz,3.8,480,480,480
1087,Contra Costa,Asian,Unknown,Universitywide,3.8,480,480,480
1088,Contra Costa,Hispanic/ Latino,Male,Berkeley,4.2,480,480,480
1089,Contra Costa,Hispanic/ Latino,Male,Davis,4.2,480,480,480
1090,Contra Costa,Hispanic/ Latino,Male,Irvine,4.2,480,480,480
1091,Contra Costa,Hispanic/ Latino,Male,Los Angeles,4.2,480,480,480
1092,Contra Costa,Hispanic/ Latino,Male,Merced,3.6,480,480,480
1093,Contra Costa,Hispanic/ Latino,Male,Riverside,3.6,480,480,480
1094,Contra Costa,Hispanic/ Latino,Male,San Diego,4.4,480,480,480
1095,Contra Costa,Hispanic/ Latino,Male,Santa Barbara,4.2,480,480,480
1096,Contra Costa,Hispanic/ Latino,Male,Santa Cruz,3.8,480,480,480
1097,Contra Costa,Hispanic/ Latino,Male,Universitywide,3.8,480,480,480
1098,Contra Costa,Hispanic/ Latino,Female,Berkeley,4.2,480,480,480
1099,Contra Costa,Hispanic/ Latino,Female,Davis,4.2,480,480,480
1100,Contra Costa,Hispanic/ Latino,Female,Irvine,4.2,480,480,480
1101,Contra Costa,Hispanic/ Latino,Female,Los Angeles,4.2,480,480,480
1102,Contra Costa,Hispanic/ Latino,Female,Merced,3.6,480,480,480
1103,Contra Costa,Hispanic/ Latino,Female,Riverside,3.6,480,480,480
1104,Contra Costa,Hispanic/ Latino,Female,San Diego,4.4,480,480,480
1105,Contra Costa,Hispanic/ Latino,Female,Santa Barbara,4.2,480,480,480
1106,Contra Costa,Hispanic/ Latino,Female,Santa Cruz,3.8,480,480,480
1107,Contra Costa,Hispanic/ Latino,Female,Universitywide,3.8,480,480,480
1108,Contra Costa,Hispanic/ Latino,All,Berkeley,4.2,480,480,480
1109,Contra Costa,Hispanic/ Latino,All,Davis,4.2,480,480,480
1110,Contra Costa,Hispanic/ Latino,All,Irvine,4.2,480,480,480
1111,Contra Costa,Hispanic/ Latino,All,Los Angeles,4.2,480,480,480
1112,Contra Costa,Hispanic/ Latino,All,Merced,3.6,480,480,480
1113,Contra Costa,Hispanic/ Latino,All,Riverside,3.6,480,480,480
1114,Contra Costa,Hispanic/ Latino,All,San Diego,4.4,480,480,480
1115,Contra Costa,Hispanic/ Latino,All,Santa Barbara,4.2,480,480,480
1116,Contra Costa,Hispanic/ Latino,All,Santa Cruz,3.8,480,480,480
1117,Contra Costa,Hispanic/ Latino,All,Universitywide,3.8,480,480,480
1118,Contra Costa,Hispanic/ Latino,Unknown,Berkeley,4.2,480,480,480
1119,Contra Costa,Hispanic/ Latino,Unknown,Davis,4.2,480,480,480
1120,Contra Costa,Hispanic/ Latino,Unknown,Irvine,4.2,480,480,480
1121,Contra Costa,Hispanic/ Latino,Unknown,Los Angeles,4.2,480,480,480
1122,Contra Costa,Hispanic/ Latino,Unknown,Merced,3.6,480,480,480
1123,Contra Costa,Hispanic/ Latino,Unknown,Riverside,3.6,480,480,480
1124,Contra Costa,Hispanic/ Latino,Unknown,San Diego,4.4,480,480,480
1125,Contra Costa,Hispanic/ Latino,Unknown,Santa Barbara,4.2,480,480,480
1126,Contra Costa,Hispanic/ Latino,Unknown,Santa Cruz,3.8,480,480,480
1127,Contra Costa,Hispanic/ Latino,Unknown,Universitywide,3.8,480,480,480
1128,Contra Costa,All,Male,Berkeley,4.2,480,480,480
1129,Contra Costa,All,Male,Davis,4.2,480,480,480
1130,Contra Costa,All,Male,Irvine,4.2,480,480,480
1131,Contra Costa,All,Male,Los Angeles,4.2,480,480,480
1132,Contra Costa,All,Male,Merced,3.6,480,480,480
1133,Contra Costa,All,Male,Riverside,3.6,480,480,480
1134,Contra Costa,All,Male,San Diego,4.4,480,480,480
1135,Contra Costa,All,Male,Santa Barbara,4.2,480,480,480
1136,Contra Costa,All,Male,Santa Cruz,3.8,480,480,480
1137,Contra Costa,All,Male,Universitywide,3.8,480,480,480
1138,Contra Costa,All,Female,Berkeley,4.2,480,480,480
1139,Contra Costa,All,Female,Davis,4.2,480,480,480
1140,Contra Costa,All,Female,Irvine,4.2,480,480,480
1141,Contra Costa,All,Female,Los Angeles,4.2,480,480,480
1142,Contra Costa,All,Female,Merced,3.6,480,480,480
1143,Contra Costa,All,Female,Riverside,3.6,480,480,480
1144,Contra Costa,All,Female,San Diego,4.4,480,480,480
1145,Contra Costa,All,Female,Santa Barbara,4.2,480,480,480
1146,Contra Costa,All,Female,Santa Cruz,3.8,480,480,480
1147,Contra Costa,All,Female,Universitywide,3.8,480,480,480
1148,Contra Costa,All,All,Berkeley,4.2,480,480,480
1149,Contra Costa,All,All,Davis,4.2,480,480,480
1150,Contra Costa,All,All,Irvine,4.2,480,480,480
1151,Contra Costa,All,All,Los Angeles,4.2,480,480,480
1152,Contra Costa,All,All,Merced,3.6,480,480,480
1153,Contra Costa,All,All,Riverside,3.6,480,480,480
1154,Contra Costa,All,All,San Diego,4.4,480,480,480
1155,Contra Costa,All,All,Santa Barbara,4.2,480,480,480
1156,Contra Costa,All,All,Santa Cruz,3.8,480,480,480
1157,Contra Costa,All,All,Universitywide,3.8,480,480,480
1158,Contra Costa,All,Unknown,Berkeley,4.2,480,480,480
1159,Contra Costa,All,Unknown,Davis,4.2,480,480,480
1160,Contra Costa,All,Unknown,Irvine,4.2,480,480,480
1161,Contra Costa,All,Unknown,Los Angeles,4.2,480,480,480
1162,Contra Costa,All,Unknown,Merced,3.6,480,480,480
1163,Contra Costa,All,Unknown,Riverside,3.6,480,480,480
1164,Contra Costa,All,Unknown,San Diego,4.4,480,480,480
1165,Contra Costa,All,Unknown,Santa Barbara,4.2,480,480,480
1166,Contra Costa,All,Unknown,Santa Cruz,3.8,480,480,480
1167,Contra Costa,All,Unknown,Universitywide,3.8,480,480,480
1168,Contra Costa,Domestic Unknown,Male,Berkeley,4.2,480,480,480
1169,Contra Costa,Domestic Unknown,Male,Davis,4.2,480,480,480
1170,Contra Costa,Domestic Unknown,Male,Irvine,4.2,480,480,480
1171,Contra Costa,Domestic Unknown,Male,Los Angeles,4.2,480,480,480
1172,Contra Costa,Domestic Unknown,Male,Merced,3.6,480,480,480
1173,Contra Costa,Domestic Unknown,Male,Riverside,3.6,480,480,480
1174,Contra Costa,Domestic Unknown,Male,San Diego,4.4,480,480,480
1175,Contra Costa,Domestic Unknown,Male,Santa Barbara,4.2,480,480,480
1176,Contra Costa,Domestic Unknown,Male,Santa Cruz,3.8,480,480,480
1177,Contra Costa,Domestic Unknown,Male,Universitywide,3.8,480,480,480
1178,Contra Costa,Domestic Unknown,Female,Berkeley,4.2,480,480,480
1179,Contra Costa,Domestic Unknown,Female,Davis,4.2,480,480,480
1180,Contra Costa,Domestic Unknown,Female,Irvine,4.2,480,480,480
1181,Contra Costa,Domestic Unknown,Female,Los Angeles,4.2,480,480,480
1182,Contra Costa,Domestic Unknown,Female,Merced,3.6,480,480,480
1183,Contra Costa,Domestic Unknown,Female,Riverside,3.6,480,480,480
1184,Contra Costa,Domestic Unknown,Female,San Diego,4.4,480,480,480
1185,Contra Costa,Domestic Unknown,Female,Santa Barbara,4.2,480,480,480
1186,Contra Costa,Domestic Unknown,Female,Santa Cruz,3.8,480,480,480
1187,Contra Costa,Domestic Unknown,Female,Universitywide,3.8,480,480,480
1188,Contra Costa,Domestic Unknown,All,Berkeley,4.2,480,480,480
1189,Contra Costa,Domestic Unknown,All,Davis,4.2,480,480,480
1190,Contra Costa,Domestic Unknown,All,Irvine,4.2,480,480,480
1191,Contra Costa,Domestic Unknown,All,Los Angeles,4.2,480,480,480
1192,Contra Costa,Domestic Unknown,All,Merced,3.6,480,480,480
1193,Contra Costa,Domestic Unknown,All,Riverside,3.6,480,480,480
1194,Contra Costa,Domestic Unknown,All,San Diego,4.4,480,480,480
1195,Contra Costa,Domestic Unknown,All,Santa Barbara,4.2,480,480,480
1196,Contra Costa,Domestic Unknown,All,Santa Cruz,3.8,480,480,480
1197,Contra Costa,Domestic Unknown,All,Universitywide,3.8,480,480,480
1198,Contra Costa,Domestic Unknown,Unknown,Berkeley,4.2,480,480,480
1199,Contra Costa,Domestic Unknown,Unknown,Davis,4.2,480,480,480
1200,Contra Costa,Domestic Unknown,Unknown,Irvine,4.2,480,480,480
1201,Contra Costa,Domestic Unknown,Unknown,Los Angeles,4.2,480,480,480
1202,Contra Costa,Domestic Unknown,Unknown,Merced,3.6,480,480,480
1203,Contra Costa,Domestic Unknown,Unknown,Riverside,3.6,480,480,480
1204,Contra Costa,Domestic Unknown,Unknown,San Diego,4.4,480,480,480
1205,Contra Costa,Domestic Unknown,Unknown,Santa Barbara,4.2,480,480,480
1206,Contra Costa,Domestic Unknown,Unknown,Santa Cruz,3.8,480,480,480
1207,Contra Costa,Domestic Unknown,Unknown,Universitywide,3.8,480,480,480
1208,Ventura,White,Male,Berkeley,4.4,500,500,500
1209,Ventura,White,Male,Davis,4.4,500,500,500
1210,Ventura,White,Male,Irvine,4.4,500,500,500
1211,Ventura,White,Male,Los Angeles,4.4,500,500,500
1212,Ventura,White,Male,Merced,3.8,500,500,500
1213,Ventura,White,Male,Riverside,3.8,500,500,500
1214,Ventura,White,Male,San Diego,4.4,500,500,500
1215,Ventura,White,Male,Santa Barbara,4.4,500,500,500
1216,Ventura,White,Male,Santa Cruz,4.2,500,500,500
1217,Ventura,White,Male,Universitywide,4.2,500,500,500
1218,Ventura,White,Female,Berkeley,4.4,500,500,500
1219,Ventura,White,Female,Davis,4.4,500,500,500
1220,Ventura,White,Female,Irvine,4.4,500,500,500
1221,Ventura,White,Female,Los Angeles,4.4,500,500,500
1222,Ventura,White,Female,Merced,3.8,500,500,500
1223,Ventura,White,Female,Riverside,3.8,500,500,500
1224,Ventura,White,Female,San Diego,4.4,500,500,500
1225,Ventura,White,Female,Santa Barbara,4.4,500,500,500
1226,Ventura,White,Female,Santa Cruz,4.2,500,500,500
1227,Ventura,White,Female,Universitywide,4.2,500,500,500
1228,Ventura,White,All,Berkeley,4.4,500,500,500
1229,Ventura,White,All,Davis,4.4,500,500,500
1230,Ventura,White,All,Irvine,4.4,500,500,500
1231,Ventura,White,All,Los Angeles,4.4,500,500,500
1232,Ventura,White,All,Merced,3.8,500,500,500
1233,Ventura,White,All,Riverside,3.8,500,500,500
1234,Ventura,White,All,San Diego,4.4,500,500,500
1235,Ventura,White,All,Santa Barbara,4.4,500,500,500
1236,Ventura,White,All,Santa Cruz,4.2,500,500,500
1237,Ventura,White,All,Universitywide,4.2,500,500,500
1238,Ventura,Asian,Male,Berkeley,4.4,500,500,500
1239,Ventura,Asian,Male,Davis,4.4,500,500,500
1240,Ventura,Asian,Male,Irvine,4.4,500,500,500
1241,Ventura,Asian,Male,Los Angeles,4.4,500,500,500
1242,Ventura,Asian,Male,Merced,3.8,500,500,500
1243,Ventura,Asian,Male,Riverside,3.8,500,500,500
1244,Ventura,Asian,Male,San Diego,4.4,500,500,500
1245,Ventura,Asian,Male,Santa Barbara,4.4,500,500,500
1246,Ventura,Asian,Male,Santa Cruz,4.2,500,500,500
1247,Ventura,Asian,Male,Universitywide,4.2,500,500,500
1248,Ventura,Asian,Female,Berkeley,4.4,500,500,500
1249,Ventura,Asian,Female,Davis,4.4,500,500,500
1250,Ventura,Asian,Female,Irvine,4.4,500,500,500
1251,Ventura,Asian,Female,Los Angeles,4.4,500,500,500
1252,Ventura,Asian,Female,Merced,3.8,500,500,500
1253,Ventura,Asian,Female,Riverside,3.8,500,500,500
1254,Ventura,Asian,Female,San Diego,4.4,500,500,500
1255,Ventura,Asian,Female,Santa Barbara,4.4,500,500,500
1256,Ventura,Asian,Female,Santa Cruz,4.2,500,500,500
1257,Ventura,Asian,Female,Universitywide,4.2,500,500,500
1258,Ventura,Asian,All,Berkeley,4.4,500,500,500
1259,Ventura,Asian,All,Davis,4.4,500,500,500
1260,Ventura,Asian,All,Irvine,4.4,500,500,500
1261,Ventura,Asian,All,Los Angeles,4.4,500,500,500
1262,Ventura,Asian,All,Merced,3.8,500,500,500
1263,Ventura,Asian,All,Riverside,3.8,500,500,500
1264,Ventura,Asian,All,San Diego,4.4,500,500,500
1265,Ventura,Asian,All,Santa Barbara,4.4,500,500,500
1266,Ventura,Asian,All,Santa Cruz,4.2,500,500,500
1267,Ventura,Asian,All,Universitywide,4.2,500,500,500
1268,Ventura,Hispanic/ Latino,Male,Berkeley,4.4,500,500,500
1269,Ventura,Hispanic/ Latino,Male,Davis,4.4,500,500,500
1270,Ventura,Hispanic/ Latino,Male,Irvine,4.4,500,500,500
1271,Ventura,Hispanic/ Latino,Male,Los Angeles,4.4,500,500,500
1272,Ventura,Hispanic/ Latino,Male,Merced,3.8,500,500,500
1273,Ventura,Hispanic/ Latino,Male,Riverside,3.8,500,500,500
1274,Ventura,Hispanic/ Latino,Male,San Diego,4.4,500,500,500
1275,Ventura,Hispanic/ Latino,Male,Santa Barbara,4.4,500,500,500
1276,Ventura,Hispanic/ Latino,Male,Santa Cruz,4.2,500,500,500
1277,Ventura,Hispanic/ Latino,Male,Universitywide,4.2,500,500,500
1278,Ventura,Hispanic/ Latino,Female,Berkeley,4.4,500,500,500
1279,Ventura,Hispanic/ Latino,Female,Davis,4.4,500,500,500
1280,Ventura,Hispanic/ Latino,Female,Irvine,4.4,500,500,500
1281,Ventura,Hispanic/ Latino,Female,Los Angeles,4.4,500,500,500
1282,Ventura,Hispanic/ Latino,Female,Merced,3.8,500,500,500
1283,Ventura,Hispanic/ Latino,Female,Riverside,3.8,500,500,500
1284,Ventura,Hispanic/ Latino,Female,San Diego,4.4,500,500,500
1285,Ventura,Hispanic/ Latino,Female,Santa Barbara,4.4,500,500,500
1286,Ventura,Hispanic/ Latino,Female,Santa Cruz,4.2,500,500,500
1287,Ventura,Hispanic/ Latino,Female,Universitywide,4.2,500,500,500
1288,Ventura,Hispanic/ Latino,All,Berkeley,4.4,500,500,500
1289,Ventura,Hispanic/ Latino,All,Davis,4.4,500,500,500
1290,Ventura,Hispanic/ Latino,All,Irvine,4.4,500,500,500
1291,Ventura,Hispanic/ Latino,All,Los Angeles,4.4,500,500,500
1292,Ventura,Hispanic/ Latino,All,Merced,3.8,500,500,500
1293,Ventura,Hispanic/ Latino,All,Riverside,3.8,500,500,500
1294,Ventura,Hispanic/ Latino,All,San Diego,4.4,500,500,500
1295,Ventura,Hispanic/ Latino,All,Santa Barbara,4.4,500,500,500
1296,Ventura,Hispanic/ Latino,All,Santa Cruz,4.2,500,500,500
1297,Ventura,Hispanic/ Latino,All,Universitywide,4.2,500,500,500
1298,Ventura,All,Male,Berkeley,4.4,500,500,500
1299,Ventura,All,Male,Davis,4.4,500,500,500
1300,Ventura,All,Male,Irvine,4.4,500,500,500
1301,Ventura,All,Male,Los Angeles,4.4,500,500,500
1302,Ventura,All,Male,Merced,3.8,500,500,500
1303,Ventura,All,Male,Riverside,3.8,500,500,500
1304,Ventura,All,Male,San Diego,4.4,500,500,500
1305,Ventura,All,Male,Santa Barbara,4.4,500,500,500
1306,Ventura,All,Male,Santa Cruz,4.2,500,500,500
1307,Ventura,All,Male,Universitywide,4.2,500,500,500
1308,Ventura,All,Female,Berkeley,4.4,500,500,500
1309,Ventura,All,Female,Davis,4.4,500,500,500
1310,Ventura,All,Female,Irvine,4.4,500,500,500
1311,Ventura,All,Female,Los Angeles,4.4,500,500,500
1312,Ventura,All,Female,Merced,3.8,500,500,500
1313,Ventura,All,Female,Riverside,3.8,500,500,500
1314,Ventura,All,Female,San Diego,4.4,500,500,500
1315,Ventura,All,Female,Santa Barbara,4.4,500,500,500
