Calculation1,Campus,City,Count,County/State/ Territory,Fall Term,Gender,School,Pivot Field Values
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,App,Alameda,2016,All,OAKLAND CHARTER HIGH SCHOOL,43
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Enr,Alameda,2015,Male,OAKLAND CHARTER HIGH SCHOOL,16
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Adm,Alameda,2015,Male,OAKLAND CHARTER HIGH SCHOOL,19
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,App,Alameda,2015,Male,OAKLAND CHARTER HIGH SCHOOL,23
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Enr,Alameda,2015,Female,OAKLAND CHARTER HIGH SCHOOL,18
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Adm,Alameda,2015,Female,OAKLAND CHARTER HIGH SCHOOL,22
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,App,Alameda,2015,Female,OAKLAND CHARTER HIGH SCHOOL,26
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Enr,Alameda,2015,All,OAKLAND CHARTER HIGH SCHOOL,34
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Adm,Alameda,2015,All,OAKLAND CHARTER HIGH SCHOOL,41
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,App,Alameda,2015,All,OAKLAND CHARTER HIGH SCHOOL,49
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Enr,Alameda,2014,Male,OAKLAND CHARTER HIGH SCHOOL,6
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Adm,Alameda,2014,Male,OAKLAND CHARTER HIGH SCHOOL,10
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,App,Alameda,2014,Male,OAKLAND CHARTER HIGH SCHOOL,15
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Enr,Alameda,2014,Female,OAKLAND CHARTER HIGH SCHOOL,8
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Adm,Alameda,2014,Female,OAKLAND CHARTER HIGH SCHOOL,11
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,App,Alameda,2014,Female,OAKLAND CHARTER HIGH SCHOOL,18
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Enr,Alameda,2014,All,OAKLAND CHARTER HIGH SCHOOL,14
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Adm,Alameda,2014,All,OAKLAND CHARTER HIGH SCHOOL,21
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,App,Alameda,2014,All,OAKLAND CHARTER HIGH SCHOOL,33
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Enr,Alameda,2013,Male,OAKLAND CHARTER HIGH SCHOOL,6
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Adm,Alameda,2013,Male,OAKLAND CHARTER HIGH SCHOOL,9
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,App,Alameda,2013,Male,OAKLAND CHARTER HIGH SCHOOL,11
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Adm,Alameda,2013,Female,OAKLAND CHARTER HIGH SCHOOL,6
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,App,Alameda,2013,Female,OAKLAND CHARTER HIGH SCHOOL,8
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Enr,Alameda,2013,All,OAKLAND CHARTER HIGH SCHOOL,8
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Adm,Alameda,2013,All,OAKLAND CHARTER HIGH SCHOOL,15
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,App,Alameda,2013,All,OAKLAND CHARTER HIGH SCHOOL,19
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Enr,Alameda,2012,Male,OAKLAND CHARTER HIGH SCHOOL,7
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Adm,Alameda,2012,Male,OAKLAND CHARTER HIGH SCHOOL,8
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,App,Alameda,2012,Male,OAKLAND CHARTER HIGH SCHOOL,11
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Adm,Alameda,2012,Female,OAKLAND CHARTER HIGH SCHOOL,4
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,App,Alameda,2012,Female,OAKLAND CHARTER HIGH SCHOOL,7
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Enr,Alameda,2012,All,OAKLAND CHARTER HIGH SCHOOL,8
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Adm,Alameda,2012,All,OAKLAND CHARTER HIGH SCHOOL,12
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,App,Alameda,2012,All,OAKLAND CHARTER HIGH SCHOOL,18
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,App,Alameda,2011,Male,OAKLAND CHARTER HIGH SCHOOL,5
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Adm,Alameda,2011,Female,OAKLAND CHARTER HIGH SCHOOL,4
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,App,Alameda,2011,Female,OAKLAND CHARTER HIGH SCHOOL,6
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,Adm,Alameda,2011,All,OAKLAND CHARTER HIGH SCHOOL,5
OAKLAND CHARTER HIGH SCHOOL54303,Universitywide,Oakland,App,Alameda,2011,All,OAKLAND CHARTER HIGH SCHOOL,11
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Enr,Alameda,2018,Male,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Adm,Alameda,2018,Male,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,App,Alameda,2018,Male,OAKLAND CHARTER HIGH SCHOOL,27
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Enr,Alameda,2018,Female,OAKLAND CHARTER HIGH SCHOOL,5
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Adm,Alameda,2018,Female,OAKLAND CHARTER HIGH SCHOOL,6
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,App,Alameda,2018,Female,OAKLAND CHARTER HIGH SCHOOL,26
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Enr,Alameda,2018,All,OAKLAND CHARTER HIGH SCHOOL,8
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Adm,Alameda,2018,All,OAKLAND CHARTER HIGH SCHOOL,9
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,App,Alameda,2018,All,OAKLAND CHARTER HIGH SCHOOL,53
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Enr,Alameda,2017,Male,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Adm,Alameda,2017,Male,OAKLAND CHARTER HIGH SCHOOL,4
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,App,Alameda,2017,Male,OAKLAND CHARTER HIGH SCHOOL,18
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,App,Alameda,2017,Female,OAKLAND CHARTER HIGH SCHOOL,23
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Enr,Alameda,2017,All,OAKLAND CHARTER HIGH SCHOOL,4
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Adm,Alameda,2017,All,OAKLAND CHARTER HIGH SCHOOL,6
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,App,Alameda,2017,All,OAKLAND CHARTER HIGH SCHOOL,41
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Adm,Alameda,2016,Male,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,App,Alameda,2016,Male,OAKLAND CHARTER HIGH SCHOOL,17
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Adm,Alameda,2016,Female,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,App,Alameda,2016,Female,OAKLAND CHARTER HIGH SCHOOL,13
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Enr,Alameda,2016,All,OAKLAND CHARTER HIGH SCHOOL,4
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Adm,Alameda,2016,All,OAKLAND CHARTER HIGH SCHOOL,6
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,App,Alameda,2016,All,OAKLAND CHARTER HIGH SCHOOL,30
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,App,Alameda,2015,Male,OAKLAND CHARTER HIGH SCHOOL,15
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Adm,Alameda,2015,Female,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,App,Alameda,2015,Female,OAKLAND CHARTER HIGH SCHOOL,15
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Adm,Alameda,2015,All,OAKLAND CHARTER HIGH SCHOOL,4
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,App,Alameda,2015,All,OAKLAND CHARTER HIGH SCHOOL,30
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Adm,Alameda,2014,Male,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,App,Alameda,2014,Male,OAKLAND CHARTER HIGH SCHOOL,9
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Enr,Alameda,2014,Female,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Adm,Alameda,2014,Female,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,App,Alameda,2014,Female,OAKLAND CHARTER HIGH SCHOOL,11
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Enr,Alameda,2014,All,OAKLAND CHARTER HIGH SCHOOL,5
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,Adm,Alameda,2014,All,OAKLAND CHARTER HIGH SCHOOL,6
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,App,Alameda,2014,All,OAKLAND CHARTER HIGH SCHOOL,20
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,App,Alameda,2012,Male,OAKLAND CHARTER HIGH SCHOOL,5
OAKLAND CHARTER HIGH SCHOOL54303,Berkeley,Oakland,App,Alameda,2012,All,OAKLAND CHARTER HIGH SCHOOL,9
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Enr,Alameda,2018,Male,OAKLAND CHARTER HIGH SCHOOL,6
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Adm,Alameda,2018,Male,OAKLAND CHARTER HIGH SCHOOL,9
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2018,Male,OAKLAND CHARTER HIGH SCHOOL,30
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Enr,Alameda,2018,Female,OAKLAND CHARTER HIGH SCHOOL,7
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Adm,Alameda,2018,Female,OAKLAND CHARTER HIGH SCHOOL,17
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2018,Female,OAKLAND CHARTER HIGH SCHOOL,33
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Enr,Alameda,2018,All,OAKLAND CHARTER HIGH SCHOOL,13
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Adm,Alameda,2018,All,OAKLAND CHARTER HIGH SCHOOL,26
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2018,All,OAKLAND CHARTER HIGH SCHOOL,63
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Adm,Alameda,2017,Male,OAKLAND CHARTER HIGH SCHOOL,5
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2017,Male,OAKLAND CHARTER HIGH SCHOOL,19
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Adm,Alameda,2017,Female,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2017,Female,OAKLAND CHARTER HIGH SCHOOL,23
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Adm,Alameda,2017,All,OAKLAND CHARTER HIGH SCHOOL,8
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2017,All,OAKLAND CHARTER HIGH SCHOOL,42
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Enr,Alameda,2016,Male,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Adm,Alameda,2016,Male,OAKLAND CHARTER HIGH SCHOOL,8
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2016,Male,OAKLAND CHARTER HIGH SCHOOL,20
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Adm,Alameda,2016,Female,OAKLAND CHARTER HIGH SCHOOL,8
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2016,Female,OAKLAND CHARTER HIGH SCHOOL,16
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Enr,Alameda,2016,All,OAKLAND CHARTER HIGH SCHOOL,4
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Adm,Alameda,2016,All,OAKLAND CHARTER HIGH SCHOOL,16
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2016,All,OAKLAND CHARTER HIGH SCHOOL,36
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Enr,Alameda,2015,Male,OAKLAND CHARTER HIGH SCHOOL,4
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Adm,Alameda,2015,Male,OAKLAND CHARTER HIGH SCHOOL,5
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2015,Male,OAKLAND CHARTER HIGH SCHOOL,20
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Enr,Alameda,2015,Female,OAKLAND CHARTER HIGH SCHOOL,7
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Adm,Alameda,2015,Female,OAKLAND CHARTER HIGH SCHOOL,11
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2015,Female,OAKLAND CHARTER HIGH SCHOOL,17
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Enr,Alameda,2015,All,OAKLAND CHARTER HIGH SCHOOL,11
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Adm,Alameda,2015,All,OAKLAND CHARTER HIGH SCHOOL,16
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2015,All,OAKLAND CHARTER HIGH SCHOOL,37
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Adm,Alameda,2014,Male,OAKLAND CHARTER HIGH SCHOOL,5
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2014,Male,OAKLAND CHARTER HIGH SCHOOL,11
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Adm,Alameda,2014,Female,OAKLAND CHARTER HIGH SCHOOL,5
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2014,Female,OAKLAND CHARTER HIGH SCHOOL,10
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Adm,Alameda,2014,All,OAKLAND CHARTER HIGH SCHOOL,10
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2014,All,OAKLAND CHARTER HIGH SCHOOL,21
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Adm,Alameda,2013,Male,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2013,Male,OAKLAND CHARTER HIGH SCHOOL,7
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2013,Female,OAKLAND CHARTER HIGH SCHOOL,5
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Adm,Alameda,2013,All,OAKLAND CHARTER HIGH SCHOOL,5
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2013,All,OAKLAND CHARTER HIGH SCHOOL,12
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Adm,Alameda,2012,Male,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2012,Male,OAKLAND CHARTER HIGH SCHOOL,10
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2012,Female,OAKLAND CHARTER HIGH SCHOOL,5
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,Adm,Alameda,2012,All,OAKLAND CHARTER HIGH SCHOOL,4
OAKLAND CHARTER HIGH SCHOOL54303,Davis,Oakland,App,Alameda,2012,All,OAKLAND CHARTER HIGH SCHOOL,15
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Adm,Alameda,2018,Male,OAKLAND CHARTER HIGH SCHOOL,5
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,App,Alameda,2018,Male,OAKLAND CHARTER HIGH SCHOOL,24
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Adm,Alameda,2018,Female,OAKLAND CHARTER HIGH SCHOOL,8
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,App,Alameda,2018,Female,OAKLAND CHARTER HIGH SCHOOL,28
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Enr,Alameda,2018,All,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Adm,Alameda,2018,All,OAKLAND CHARTER HIGH SCHOOL,13
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,App,Alameda,2018,All,OAKLAND CHARTER HIGH SCHOOL,52
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Adm,Alameda,2017,Male,OAKLAND CHARTER HIGH SCHOOL,6
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,App,Alameda,2017,Male,OAKLAND CHARTER HIGH SCHOOL,18
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Enr,Alameda,2017,Female,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Adm,Alameda,2017,Female,OAKLAND CHARTER HIGH SCHOOL,4
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,App,Alameda,2017,Female,OAKLAND CHARTER HIGH SCHOOL,15
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Enr,Alameda,2017,All,OAKLAND CHARTER HIGH SCHOOL,5
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Adm,Alameda,2017,All,OAKLAND CHARTER HIGH SCHOOL,10
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,App,Alameda,2017,All,OAKLAND CHARTER HIGH SCHOOL,33
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Enr,Alameda,2016,Male,OAKLAND CHARTER HIGH SCHOOL,4
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Adm,Alameda,2016,Male,OAKLAND CHARTER HIGH SCHOOL,10
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,App,Alameda,2016,Male,OAKLAND CHARTER HIGH SCHOOL,14
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Adm,Alameda,2016,Female,OAKLAND CHARTER HIGH SCHOOL,7
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,App,Alameda,2016,Female,OAKLAND CHARTER HIGH SCHOOL,10
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Enr,Alameda,2016,All,OAKLAND CHARTER HIGH SCHOOL,5
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Adm,Alameda,2016,All,OAKLAND CHARTER HIGH SCHOOL,17
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,App,Alameda,2016,All,OAKLAND CHARTER HIGH SCHOOL,24
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Enr,Alameda,2015,Male,OAKLAND CHARTER HIGH SCHOOL,8
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Adm,Alameda,2015,Male,OAKLAND CHARTER HIGH SCHOOL,9
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,App,Alameda,2015,Male,OAKLAND CHARTER HIGH SCHOOL,13
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Adm,Alameda,2015,Female,OAKLAND CHARTER HIGH SCHOOL,6
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,App,Alameda,2015,Female,OAKLAND CHARTER HIGH SCHOOL,11
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Enr,Alameda,2015,All,OAKLAND CHARTER HIGH SCHOOL,8
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Adm,Alameda,2015,All,OAKLAND CHARTER HIGH SCHOOL,15
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,App,Alameda,2015,All,OAKLAND CHARTER HIGH SCHOOL,24
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Adm,Alameda,2014,Female,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,App,Alameda,2014,Female,OAKLAND CHARTER HIGH SCHOOL,8
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,Adm,Alameda,2014,All,OAKLAND CHARTER HIGH SCHOOL,5
OAKLAND CHARTER HIGH SCHOOL54303,Irvine,Oakland,App,Alameda,2014,All,OAKLAND CHARTER HIGH SCHOOL,12
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,App,Alameda,2018,Male,OAKLAND CHARTER HIGH SCHOOL,21
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,Adm,Alameda,2018,Female,OAKLAND CHARTER HIGH SCHOOL,5
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,App,Alameda,2018,Female,OAKLAND CHARTER HIGH SCHOOL,26
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,Enr,Alameda,2018,All,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,Adm,Alameda,2018,All,OAKLAND CHARTER HIGH SCHOOL,7
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,App,Alameda,2018,All,OAKLAND CHARTER HIGH SCHOOL,47
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,Enr,Alameda,2016,Male,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,Adm,Alameda,2016,Male,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,App,Alameda,2016,Male,OAKLAND CHARTER HIGH SCHOOL,15
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,Adm,Alameda,2016,Female,OAKLAND CHARTER HIGH SCHOOL,4
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,App,Alameda,2016,Female,OAKLAND CHARTER HIGH SCHOOL,14
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,Enr,Alameda,2016,All,OAKLAND CHARTER HIGH SCHOOL,4
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,Adm,Alameda,2016,All,OAKLAND CHARTER HIGH SCHOOL,7
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,App,Alameda,2016,All,OAKLAND CHARTER HIGH SCHOOL,29
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,App,Alameda,2015,Male,OAKLAND CHARTER HIGH SCHOOL,15
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,Adm,Alameda,2015,Female,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,App,Alameda,2015,Female,OAKLAND CHARTER HIGH SCHOOL,18
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,Adm,Alameda,2015,All,OAKLAND CHARTER HIGH SCHOOL,4
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,App,Alameda,2015,All,OAKLAND CHARTER HIGH SCHOOL,33
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,Adm,Alameda,2014,Male,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,App,Alameda,2014,Male,OAKLAND CHARTER HIGH SCHOOL,11
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,Adm,Alameda,2014,Female,OAKLAND CHARTER HIGH SCHOOL,4
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,App,Alameda,2014,Female,OAKLAND CHARTER HIGH SCHOOL,11
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,Adm,Alameda,2014,All,OAKLAND CHARTER HIGH SCHOOL,7
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,App,Alameda,2014,All,OAKLAND CHARTER HIGH SCHOOL,22
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,App,Alameda,2013,Male,OAKLAND CHARTER HIGH SCHOOL,9
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,Adm,Alameda,2013,All,OAKLAND CHARTER HIGH SCHOOL,4
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,App,Alameda,2013,All,OAKLAND CHARTER HIGH SCHOOL,13
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,App,Alameda,2012,Male,OAKLAND CHARTER HIGH SCHOOL,5
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,Adm,Alameda,2012,All,OAKLAND CHARTER HIGH SCHOOL,3
OAKLAND CHARTER HIGH SCHOOL54303,Los Angeles,Oakland,App,Alameda,2012,All,OAKLAND CHARTER HIGH SCHOOL,8
OAKLAND CHARTER HIGH SCHOOL54303,Merced,Oakland,Adm,Alameda,2018,Male,OAKLAND CHARTER HIGH SCHOOL,8
