cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrit,NumGE1500,PctGE1500,year
19647331939305,S,George Washington Preparatory High,Los Angeles Unified,Los Angeles,250,103,393,379,382,6,5.83,1516
19647331939479,S,WESM Health/Sports Medicine,Los Angeles Unified,Los Angeles,251,162,440,432,436,33,20.37,1516
19647331939859,S,Woodrow Wilson Senior High,Los Angeles Unified,Los Angeles,307,189,404,402,407,18,9.52,1516
19647331939941,S,John F. Kennedy High,Los Angeles Unified,Los Angeles,484,270,432,437,428,48,17.78,1516
19647331995448,S,Francisco Bravo Medical Magnet High,Los Angeles Unified,Los Angeles,400,377,476,482,468,148,39.26,1516
19647331995489,S,Los Angeles Unified Alternative Education,Los Angeles Unified,Los Angeles,268,0,NA,NA,NA,NA,NA,1516
19647331995794,S,Youth Opportunities Unlimited,Los Angeles Unified,Los Angeles,98,1,*,*,*,*,*,1516
19647331995836,S,Palisades Charter High,Los Angeles Unified,Los Angeles,689,470,552,555,544,321,68.30,1516
19647331996115,S,City of Angels,Los Angeles Unified,Los Angeles,371,20,498,412,472,7,35.00,1516
19647331996610,S,Los Angeles Leadership Academy,Los Angeles Unified,Los Angeles,68,50,418,402,411,8,16.00,1516
19647336016885,S,Elizabeth Learning Center,Los Angeles Unified,Los Angeles,164,97,416,408,420,10,10.31,1516
19647336019475,S,Thirty-Second Street USC Performing Arts,Los Angeles Unified,Los Angeles,82,70,452,448,445,16,22.86,1516
19647336019715,S,Vaughn Next Century Learning Center,Los Angeles Unified,Los Angeles,134,95,439,422,426,13,13.68,1516
19647336058002,S,Robert Fulton College Preparatory,Los Angeles Unified,Los Angeles,170,90,415,402,411,7,7.78,1516
19647336061451,S,Foshay Learning Center,Los Angeles Unified,Los Angeles,151,143,448,437,442,41,28.67,1516
19647336116750,S,PUC Community Charter Middle and PUC Community Cha,Los Angeles Unified,Los Angeles,93,105,418,414,417,22,20.95,1516
19647336117048,S,View Park Preparatory Accelerated Charter,Los Angeles Unified,Los Angeles,0,116,397,382,390,10,8.62,1516
19647336119945,S,Magnolia Science Academy,Los Angeles Unified,Los Angeles,60,57,412,426,415,9,15.79,1516
19647740000000,D,,Lynwood Unified,Los Angeles,1200,538,399,404,396,46,8.55,1516
19647740109538,S,Marco Antonio Firebaugh High,Lynwood Unified,Los Angeles,386,249,402,408,402,25,10.04,1516
19647740114777,S,Pathway Independent Study,Lynwood Unified,Los Angeles,131,0,NA,NA,NA,NA,NA,1516
19647741935428,S,Vista High,Lynwood Unified,Los Angeles,174,1,*,*,*,*,*,1516
19647741935436,S,Lynwood High,Lynwood Unified,Los Angeles,505,288,395,400,390,21,7.29,1516
19647900000000,D,,Monrovia Unified,Los Angeles,524,249,492,491,473,101,40.56,1516
19647901935899,S,Canyon Oaks High,Monrovia Unified,Los Angeles,77,11,*,*,*,*,*,1516
19647901935923,S,Monrovia High,Monrovia Unified,Los Angeles,410,226,500,499,481,99,43.81,1516
19647901996404,S,Mountain Park,Monrovia Unified,Los Angeles,30,12,*,*,*,*,*,1516
19648080000000,D,,Montebello Unified,Los Angeles,2582,908,437,451,435,207,22.80,1516
19648080124552,S,Applied Technology Center,Montebello Unified,Los Angeles,126,67,423,414,418,11,16.42,1516
19648081930155,S,Schurr High,Montebello Unified,Los Angeles,695,307,455,479,448,94,30.62,1516
19648081930825,S,Bell Gardens High,Montebello Unified,Los Angeles,759,308,424,432,425,54,17.53,1516
19648081935998,S,Montebello High,Montebello Unified,Los Angeles,695,226,434,451,436,48,21.24,1516
19648400000000,D,,Norwalk-La Mirada Unified,Los Angeles,1554,1321,394,398,395,196,14.84,1516
19648401933647,S,John H. Glenn High,Norwalk-La Mirada Unified,Los Angeles,380,342,372,381,371,30,8.77,1516
19648401934728,S,La Mirada High,Norwalk-La Mirada Unified,Los Angeles,542,496,428,430,429,107,21.57,1516
19648401936467,S,Norwalk High,Norwalk-La Mirada Unified,Los Angeles,427,388,392,398,401,59,15.21,1516
19648401936475,S,El Camino High (Continuation),Norwalk-La Mirada Unified,Los Angeles,200,95,302,300,287,0,0.00,1516
19648570000000,D,,Palmdale Elementary,Los Angeles,718,71,485,468,451,28,39.44,1516
19648570112714,S,Antelope Valley Learning Academy,Palmdale Elementary,Los Angeles,627,7,*,*,*,*,*,1516
19648570125377,S,Palmdale Aerospace Academy,Palmdale Elementary,Los Angeles,71,59,498,484,459,26,44.07,1516
19648576119580,S,Guidance Charter,Palmdale Elementary,Los Angeles,20,5,*,*,*,*,*,1516
19648650000000,D,,Palos Verdes Peninsula Unified,Los Angeles,1098,689,572,606,590,568,82.44,1516
19648651933308,S,Rancho del Mar High (Continuation),Palos Verdes Peninsula Unified,Los Angeles,40,3,*,*,*,*,*,1516
19648651995588,S,Palos Verdes Peninsula High,Palos Verdes Peninsula Unified,Los Angeles,608,426,584,622,604,366,85.92,1516
19648651996552,S,Palos Verdes High,Palos Verdes Peninsula Unified,Los Angeles,442,260,554,581,567,201,77.31,1516
19648730000000,D,,Paramount Unified,Los Angeles,1300,477,424,439,414,78,16.35,1516
19648730120378,S,Paramount Alternative Education Center,Paramount Unified,Los Angeles,40,0,NA,NA,NA,NA,NA,1516
19648731936749,S,Paramount High,Paramount Unified,Los Angeles,1110,476,424,439,414,78,16.39,1516
19648731936756,S,Buena Vista High,Paramount Unified,Los Angeles,141,1,*,*,*,*,*,1516
19648810000000,D,,Pasadena Unified,Los Angeles,1617,620,468,467,455,213,34.35,1516
19648810113464,S,Aveson Global Leadership Academy,Pasadena Unified,Los Angeles,44,21,541,474,500,13,61.90,1516
19648810117440,S,CIS Academy,Pasadena Unified,Los Angeles,148,5,*,*,*,*,*,1516
19648810118075,S,Learning Works,Pasadena Unified,Los Angeles,191,0,NA,NA,NA,NA,NA,1516
19648811931062,S,Blair High,Pasadena Unified,Los Angeles,125,64,460,465,453,21,32.81,1516
19648811931674,S,Marshall Fundamental,Pasadena Unified,Los Angeles,229,173,473,462,461,58,33.53,1516
19648811936103,S,John Muir High,Pasadena Unified,Los Angeles,203,104,418,431,409,14,13.46,1516
19648811936806,S,Rose City High (Continuation),Pasadena Unified,Los Angeles,188,3,*,*,*,*,*,1516
19648811936822,S,Pasadena High,Pasadena Unified,Los Angeles,478,250,483,489,470,107,42.80,1516
19649070000000,D,,Pomona Unified,Los Angeles,1941,869,435,434,425,176,20.25,1516
19649070115170,S,School of Extended Educational Options,Pomona Unified,Los Angeles,155,1,*,*,*,*,*,1516
19649071933175,S,Ganesha High,Pomona Unified,Los Angeles,292,140,408,398,397,14,10.00,1516
19649071933324,S,Garey High,Pomona Unified,Los Angeles,400,139,420,425,419,22,15.83,1516
19649071937028,S,Pomona High,Pomona Unified,Los Angeles,290,176,405,397,399,18,10.23,1516
19649071995901,S,Diamond Ranch High,Pomona Unified,Los Angeles,419,287,485,488,463,109,37.98,1516
19649071996495,S,Village Academy High School at Indian Hill,Pomona Unified,Los Angeles,77,57,423,421,417,6,10.53,1516
19649076061634,S,Fremont Academy of Engineering and Design,Pomona Unified,Los Angeles,73,38,408,413,425,5,13.16,1516
19649076061642,S,Palomares Academy of Health Science,Pomona Unified,Los Angeles,45,31,396,407,378,2,6.45,1516
19649640000000,D,,San Marino Unified,Los Angeles,332,226,596,648,600,203,89.82,1516
19649641937754,S,San Marino High,San Marino Unified,Los Angeles,329,226,596,648,600,203,89.82,1516
19649800000000,D,,Santa Monica-Malibu Unified,Los Angeles,1019,509,534,541,532,310,60.90,1516
19649801938000,S,Santa Monica High,Santa Monica-Malibu Unified,Los Angeles,762,404,532,541,528,245,60.64,1516
19649801995737,S,Malibu High,Santa Monica-Malibu Unified,Los Angeles,176,105,543,541,547,65,61.90,1516
19650290000000,D,,South Pasadena Unified,Los Angeles,350,209,584,606,581,158,75.60,1516
19650291938455,S,South Pasadena Senior High,South Pasadena Unified,Los Angeles,349,209,584,606,581,158,75.60,1516
19650520000000,D,,Temple City Unified,Los Angeles,529,345,555,602,557,261,75.65,1516
19650521938679,S,Temple City High,Temple City Unified,Los Angeles,509,345,555,602,557,261,75.65,1516
19650600000000,D,,Torrance Unified,Los Angeles,2191,1162,519,557,517,704,60.59,1516
19650601936277,S,North High,Torrance Unified,Los Angeles,477,231,479,506,471,94,40.69,1516
19650601938083,S,Shery (Kurt T.) High (Continuation),Torrance Unified,Los Angeles,109,1,*,*,*,*,*,1516
19650601938356,S,South High,Torrance Unified,Los Angeles,545,354,542,580,540,250,70.62,1516
19650601938752,S,Torrance High,Torrance Unified,Los Angeles,494,272,493,522,488,130,47.79,1516
19650601939602,S,West High,Torrance Unified,Los Angeles,525,304,546,600,553,230,75.66,1516
19650940000000,D,,West Covina Unified,Los Angeles,1237,421,481,492,468,166,39.43,1516
19650940112706,S,California Virtual Academy @ Los Angeles,West Covina Unified,Los Angeles,304,44,541,525,515,28,63.64,1516
19650940122432,S,Edgewood High,West Covina Unified,Los Angeles,167,90,478,486,466,32,35.56,1516
19650940125393,S,Insight @ Los Angeles,West Covina Unified,Los Angeles,69,30,535,485,507,16,53.33,1516
19650941939537,S,West Covina High,West Covina Unified,Los Angeles,575,257,465,490,456,90,35.02,1516
19651280000000,D,,Whittier Union High,Los Angeles,3302,1579,458,470,447,471,29.83,1516
19651281930338,S,Frontier High (Continuation),Whittier Union High,Los Angeles,263,2,*,*,*,*,*,1516
19651281931302,S,California High,Whittier Union High,Los Angeles,688,362,450,457,435,87,24.03,1516
19651281934868,S,La Serna High,Whittier Union High,Los Angeles,720,448,490,499,475,194,43.30,1516
19651281936889,S,Pioneer High,Whittier Union High,Los Angeles,341,144,433,466,423,36,25.00,1516
19651281937903,S,Santa Fe High,Whittier Union High,Los Angeles,596,343,448,458,443,90,26.24,1516
19651281939701,S,Whittier High,Whittier Union High,Los Angeles,500,279,442,456,433,64,22.94,1516
19651281995653,S,Sierra Vista High (Alternative),Whittier Union High,Los Angeles,180,1,*,*,*,*,*,1516
19651360000000,D,,William S. Hart Union High,Los Angeles,5415,2065,526,532,519,1216,58.89,1516
19651360102459,S,Golden Valley High,William S. Hart Union High,Los Angeles,502,247,504,507,486,123,49.80,1516
19651360102475,S,West Ranch High,William S. Hart Union High,Los Angeles,562,364,542,564,545,250,68.68,1516
19651360112359,S,Sequoia School,William S. Hart Union High,Los Angeles,20,0,NA,NA,NA,NA,NA,1516
19651360114439,S,Mission View Public,William S. Hart Union High,Los Angeles,984,6,*,*,*,*,*,1516
19651360117234,S,Santa Clarita Valley International,William S. Hart Union High,Los Angeles,53,23,496,476,466,10,43.48,1516
19651360121731,S,"Albert Einstein Academy for Letters, Arts and Scie",William S. Hart Union High,Los Angeles,66,42,593,588,581,37,88.10,1516
19651361931492,S,Canyon High,William S. Hart Union High,Los Angeles,554,279,483,484,479,117,41.94,1516
19651361931740,S,Saugus High,William S. Hart Union High,Los Angeles,529,288,528,528,509,156,54.17,1516
19651361932532,S,Learning Post High (Alternative),William S. Hart Union High,Los Angeles,56,7,*,*,*,*,*,1516
19651361933902,S,William S. Hart High,William S. Hart Union High,Los Angeles,534,302,531,536,525,188,62.25,1516
19651361995802,S,Valencia High,William S. Hart Union High,Los Angeles,729,393,532,541,532,248,63.10,1516
19651361996263,S,Opportunities for Learning - Santa Clarita,William S. Hart Union High,Los Angeles,320,30,503,469,473,13,43.33,1516
19651361996321,S,Academy of the Canyons,William S. Hart Union High,Los Angeles,101,84,597,597,579,69,82.14,1516
19734370000000,D,,Compton Unified,Los Angeles,1184,415,405,394,398,43,10.36,1516
19734371931567,S,Centennial High,Compton Unified,Los Angeles,216,92,361,355,363,4,4.35,1516
19734371931963,S,Compton High,Compton Unified,Los Angeles,393,169,418,404,412,25,14.79,1516
19734371932326,S,Dominguez High,Compton Unified,Los Angeles,439,153,417,405,404,14,9.15,1516
19734371996057,S,Thurgood Marshall,Compton Unified,Los Angeles,28,1,*,*,*,*,*,1516
19734450000000,D,,Hacienda la Puente Unified,Los Angeles,1676,720,469,485,463,246,34.17,1516
19734451933316,S,Puente Hills High,Hacienda la Puente Unified,Los Angeles,37,0,NA,NA,NA,NA,NA,1516
19734451934801,S,La Puente High,Hacienda la Puente Unified,Los Angeles,336,104,429,437,418,13,12.50,1516
19734451935246,S,Los Altos High,Hacienda la Puente Unified,Los Angeles,492,281,457,458,453,84,29.89,1516
19734451939834,S,Glen A. Wilson High,Hacienda la Puente Unified,Los Angeles,438,240,521,554,511,138,57.50,1516
19734451939925,S,William Workman High,Hacienda la Puente Unified,Los Angeles,262,95,420,447,417,11,11.58,1516
19734520000000,D,,Rowland Unified,Los Angeles,1177,495,483,509,480,203,41.01,1516
19734520120600,S,iQ Academy California-Los Angeles,Rowland Unified,Los Angeles,48,5,*,*,*,*,*,1516
19734521930106,S,Santana High (Continuation),Rowland Unified,Los Angeles,159,8,*,*,*,*,*,1516
19734521936228,S,Nogales High,Rowland Unified,Los Angeles,443,211,431,430,422,35,16.59,1516
19734521937564,S,John A. Rowland High,Rowland Unified,Los Angeles,523,271,523,572,526,163,60.15,1516
19734600000000,D,,Walnut Valley Unified,Los Angeles,1419,1078,558,611,563,814,75.51,1516
19734601932862,S,Diamond Bar High,Walnut Valley Unified,Los Angeles,743,598,559,612,565,452,75.59,1516
19734601939149,S,Walnut High,Walnut Valley Unified,Los Angeles,657,480,557,608,560,362,75.42,1516
19752910000000,D,,San Gabriel Unified,Los Angeles,697,315,511,542,511,167,53.02,1516
19752911995810,S,Gabrielino High,San Gabriel Unified,Los Angeles,427,266,524,564,525,158,59.40,1516
19752911996016,S,Options for Youth San Gabriel,San Gabriel Unified,Los Angeles,233,49,438,424,435,9,18.37,1516
19753090000000,D,,Acton-Agua Dulce Unified,Los Angeles,953,48,533,491,505,28,58.33,1516
19753090127100,S,Assurance Learning Academy,Acton-Agua Dulce Unified,Los Angeles,468,6,*,*,*,*,*,1516
19753090129742,S,Inspire Charter School,Acton-Agua Dulce Unified,Los Angeles,47,0,NA,NA,NA,NA,NA,1516
19753090131383,S,SIATech Academy South,Acton-Agua Dulce Unified,Los Angeles,85,0,NA,NA,NA,NA,NA,1516
19753090131987,S,iLEAD Hybrid,Acton-Agua Dulce Unified,Los Angeles,72,16,534,498,518,10,62.50,1516
19753090132654,S,Community Collaborative Charter,Acton-Agua Dulce Unified,Los Angeles,152,0,NA,NA,NA,NA,NA,1516
19753091995786,S,Vasquez High,Acton-Agua Dulce Unified,Los Angeles,107,26,560,510,516,18,69.23,1516
19753330000000,D,,Manhattan Beach Unified,Los Angeles,600,329,577,585,573,263,79.94,1516
19753331935808,S,Mira Costa High,Manhattan Beach Unified,Los Angeles,591,329,577,585,573,263,79.94,1516
19753410000000,D,,Redondo Beach Unified,Los Angeles,685,368,539,550,536,255,69.29,1516
19753411937143,S,Redondo Union High,Redondo Beach Unified,Los Angeles,643,367,539,551,536,255,69.48,1516
19753411995752,S,Redondo Shores High (Continuation),Redondo Beach Unified,Los Angeles,31,1,*,*,*,*,*,1516
19756630000000,D,,SBE - New West Charter,Los Angeles,76,50,566,538,565,35,70.00,1516
19756636120158,S,New West Charter,SBE - New West Charter,Los Angeles,76,50,566,538,565,35,70.00,1516
19756970000000,D,,SBE - The School of Arts and Enterprise,Los Angeles,100,79,434,402,430,12,15.19,1516
19756971996693,S,School of Arts and Enterprise,SBE - The School of Arts and Enterprise,Los Angeles,100,79,434,402,430,12,15.19,1516
19757130000000,D,,Alhambra Unified,Los Angeles,1924,1092,496,556,491,591,54.12,1516
19757131930122,S,Century High,Alhambra Unified,Los Angeles,118,1,*,*,*,*,*,1516
19757131930163,S,Alhambra High,Alhambra Unified,Los Angeles,664,402,477,527,469,180,44.78,1516
19757131934553,S,Mark Keppel High,Alhambra Unified,Los Angeles,542,346,523,595,523,226,65.32,1516
19757131937697,S,San Gabriel High,Alhambra Unified,Los Angeles,551,342,490,552,484,184,53.80,1516
19757131995430,S,Independence High (Alternative),Alhambra Unified,Los Angeles,39,1,*,*,*,*,*,1516
19764970000000,D,,SBE - Lifeline Education Charter,Los Angeles,53,24,325,335,325,0,0.00,1516
19764970115725,S,Lifeline Education Charter,SBE - Lifeline Education Charter,Los Angeles,53,24,325,335,325,0,0.00,1516
19768690000000,D,,Wiseburn Unified,Los Angeles,266,189,476,457,475,72,38.10,1516
19768690119016,S,Da Vinci Science,Wiseburn Unified,Los Angeles,122,94,491,494,492,48,51.06,1516
19768690119636,S,Da Vinci Design,Wiseburn Unified,Los Angeles,144,95,462,420,458,24,25.26,1516
19769680000000,D,,SBE - Academia Avance Charter,Los Angeles,60,62,395,393,399,9,14.52,1516
19769680109926,S,Academia Avance Charter,SBE - Academia Avance Charter,Los Angeles,60,62,395,393,399,9,14.52,1516
20000000000000,C,,,Madera,2348,710,451,450,436,176,24.79,1516
20102070000000,D,,Madera County Office of Education,Madera,347,0,NA,NA,NA,NA,NA,1516
20102070117184,S,Madera County Independent Academy,Madera County Office of Education,Madera,184,0,NA,NA,NA,NA,NA,1516
20102072030229,S,Pioneer Technical Center,Madera County Office of Education,Madera,73,0,NA,NA,NA,NA,NA,1516
20652010000000,D,,Chowchilla Union High,Madera,256,82,455,443,436,18,21.95,1516
20652012032357,S,Chowchilla Union High,Chowchilla Union High,Madera,246,82,455,443,436,18,21.95,1516
20652430000000,D,,Madera Unified,Madera,1209,425,427,430,416,68,16.00,1516
20652430110965,S,Madera South High,Madera Unified,Madera,557,252,414,414,403,23,9.13,1516
20652430118950,S,Sherman Thomas Charter High,Madera Unified,Madera,11,1,*,*,*,*,*,1516
20652432035640,S,Furman (Duane E.) High (Independent Study Program),Madera Unified,Madera,64,0,NA,NA,NA,NA,NA,1516
20652432035707,S,Madera High,Madera Unified,Madera,471,172,445,452,435,45,26.16,1516
20755800000000,D,,Golden Valley Unified,Madera,155,73,507,498,481,33,45.21,1516
20755802030203,S,Liberty High,Golden Valley Unified,Madera,135,73,507,498,481,33,45.21,1516
20756060000000,D,,Chawanakee Unified,Madera,157,70,488,466,464,26,37.14,1516
20756060117010,S,Minarets High,Chawanakee Unified,Madera,55,27,479,450,462,8,29.63,1516
20756060125021,S,Minarets Charter High,Chawanakee Unified,Madera,82,43,494,476,465,18,41.86,1516
20756060132936,S,Chawanakee Academy Charter,Chawanakee Unified,Madera,15,0,NA,NA,NA,NA,NA,1516
20764140000000,D,,Yosemite Unified,Madera,224,60,507,522,497,31,51.67,1516
20764142030013,S,Yosemite High,Yosemite Unified,Madera,148,53,509,520,496,27,50.94,1516
