Calculation1,Campus,City,Count,County/State/ Territory,Fall Term,School,Uad Uc Ethn 6 Cat,Pivot Field Values
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,15
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,20
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,31
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,African American,8
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,African American,14
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,African American,33
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,All,98
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,All,154
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2018,OAKLAND TECHNICAL HIGH SCHOOL,All,213
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,White,22
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,White,51
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,White,61
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,Asian,44
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,Asian,58
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,Asian,70
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,6
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,15
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,25
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,African American,12
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,African American,22
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,African American,43
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,All,85
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,All,148
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2017,OAKLAND TECHNICAL HIGH SCHOOL,All,202
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,Domestic Unknown,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,Domestic Unknown,4
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,White,24
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,White,47
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,White,57
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,Asian,26
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,Asian,42
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,Asian,55
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,15
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,23
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,38
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,African American,9
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,African American,20
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,African American,33
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,All,77
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,All,136
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2016,OAKLAND TECHNICAL HIGH SCHOOL,All,187
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,White,21
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,White,47
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,White,54
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,Asian,28
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,Asian,45
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,Asian,61
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,9
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,11
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,16
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,African American,9
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,African American,15
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,African American,43
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,All,68
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,All,122
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2015,OAKLAND TECHNICAL HIGH SCHOOL,All,181
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,White,6
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,White,25
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,White,41
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,Asian,28
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,Asian,38
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,Asian,64
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,10
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,17
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,29
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,African American,4
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,African American,16
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,African American,34
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,All,52
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,All,103
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2014,OAKLAND TECHNICAL HIGH SCHOOL,All,178
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,White,16
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,White,35
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,White,45
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,Asian,28
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,Asian,41
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,Asian,53
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,6
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,11
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,African American,5
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,African American,12
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,African American,34
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,All,53
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,All,96
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2013,OAKLAND TECHNICAL HIGH SCHOOL,All,145
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,Domestic Unknown,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,White,12
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,White,35
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,White,41
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,Asian,28
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,Asian,43
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,Asian,63
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,5
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,11
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,17
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,African American,11
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,African American,13
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,African American,37
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,All,57
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,All,105
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2012,OAKLAND TECHNICAL HIGH SCHOOL,All,162
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,White,15
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,White,24
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,White,25
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,Asian,27
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,Asian,36
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,Asian,48
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,4
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,14
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,African American,7
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,African American,14
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,All,48
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,All,74
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2011,OAKLAND TECHNICAL HIGH SCHOOL,All,105
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,White,7
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,White,14
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,White,15
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,Asian,20
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,Asian,29
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,Asian,30
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,9
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,11
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,17
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,African American,6
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,African American,10
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,African American,22
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,All,42
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,All,65
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2010,OAKLAND TECHNICAL HIGH SCHOOL,All,86
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,Domestic Unknown,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,Domestic Unknown,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,White,11
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,White,16
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,White,17
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,Asian,22
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,Asian,33
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,Asian,35
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,5
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,8
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,African American,10
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,African American,17
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,African American,28
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,All,49
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,All,74
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2009,OAKLAND TECHNICAL HIGH SCHOOL,All,91
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,Domestic Unknown,5
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,White,8
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,White,16
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,White,16
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,Asian,35
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,Asian,46
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,Asian,50
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,4
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,10
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,11
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,African American,8
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,African American,12
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,African American,22
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,All,56
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,All,86
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2008,OAKLAND TECHNICAL HIGH SCHOOL,All,104
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,White,3
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,White,10
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,White,10
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,Asian,27
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,Asian,36
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,Asian,40
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,4
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,8
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,Hispanic/ Latino,9
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,African American,4
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Adm,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,African American,12
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,App,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,African American,18
OAKLAND TECHNICAL HIGH SCHOOL52240,Universitywide,Oakland,Enr,Alameda,2007,OAKLAND TECHNICAL HIGH SCHOOL,All,40
